source,target
28921,410944
28921,122554
28921,334461
28921,327851
28921,64139
28921,183165
28921,212960
28921,411001
28921,411251
28921,411252
28921,301390
28921,312224
28921,153229
28921,411254
28921,168809
28960,21201
28960,328234
28960,313441
28960,81894
28960,409382
28960,409345
28960,194391
28960,409346
28960,51474
28960,153128
28960,409348
28960,335039
28960,409351
28960,221157
28960,114179
28960,364074
28960,334510
28960,409409
28960,409378
28960,49594
28960,409303
28960,94558
28960,409379
28960,328328
28960,328290
28960,221202
28960,409380
28960,153236
28960,409381
28960,324992
28960,409383
28960,153226
28960,409411
28960,377657
28960,409410
28960,354356
28960,409738
28960,216287
28960,153232
28960,146693
28960,202418
28960,45174
28960,409962
28960,409965
28960,406731
28960,409986
28960,334512
28960,409988
28960,406458
28960,36997
28960,334486
28960,409990
28960,239514
29491,416621
29491,416712
29491,416711
29491,328328
29491,416629
29491,38705
29491,416624
29491,212510
29491,416627
29491,345607
29491,416713
29491,416628
29491,212960
29491,212899
29491,412193
29491,56687
29491,153084
29491,278735
29848,418258
29848,198931
29848,418255
29848,415738
29848,418678
29848,87113
29848,418406
29848,117445
29848,334463
29848,279200
29848,42787
29848,102956
29848,49160
29848,183139
29848,334340
29848,78575
29848,278666
29848,418257
29848,418289
29848,245074
29848,417318
29848,418368
29848,213069
29848,418369
29848,178119
29848,418256
29848,418677
29848,128857
29848,334511
29848,418370
29848,410930
29848,328330
29848,417863
29848,206714
29848,212499
29848,178208
29848,278772
29848,278773
29848,364731
29848,174487
29848,418376
29848,418197
29848,198031
29848,278681
29848,418374
29848,418196
29848,414592
29848,274470
29848,71318
29848,418372
29848,400270
29848,22809
29848,418676
29848,397184
29848,204980
29848,418410
29848,99680
29848,294470
29848,418260
29848,418675
29848,183165
29848,337398
29848,90363
29848,314135
29848,400281
29848,78067
29848,418371
29848,418373
29848,45174
29848,301390
29848,335042
29848,357459
29848,400273
29848,98011
29848,238847
29848,328289
29848,212673
29848,196063
29848,419556
29848,419557
29848,310169
29848,419558
29848,328373
29848,419585
31991,196984
31991,197759
31991,310235
31991,316638
31991,328175
31991,328329
31991,334379
31991,419558
31991,474251
31991,474574
31991,474571
31991,474988
31991,494755
31991,553974
31991,594710
31991,691028
31991,744457
31991,744833
31991,829994
32429,55675
32429,78321
32429,185247
32429,267309
32429,285461
32429,345474
32429,378712
32429,378714
32429,444739
32429,444793
32429,761516
33622,75474
33622,180766
33622,212499
33622,216421
33622,221189
33622,261076
33622,278735
33622,278591
33622,309921
33622,314135
33622,334421
33622,376018
33622,397184
33622,409029
33622,419585
33622,444634
33622,444578
33622,452276
33622,452807
33622,452792
33622,452853
33622,452929
33622,452854
33622,452896
33977,454483
33977,454484
33977,71195
33977,444639
33977,147887
33977,454489
33977,454491
33977,454493
33977,136394
33977,167800
33977,454495
33977,454497
33977,454211
33977,179530
33977,198713
33977,399663
33977,328605
33977,329645
35386,20235
35386,28206
35386,89822
35386,28203
35386,327937
35386,400284
35386,472051
35386,97896
35386,357459
35386,444530
35386,373130
35386,364074
35386,114179
35386,472404
35386,418255
35386,327966
35386,212770
35386,212728
35386,472352
35386,212996
35386,324992
35386,328288
35386,212503
35386,328287
35386,199477
35386,89864
35386,472355
35386,278734
35386,104918
35386,328291
35386,328167
35386,328230
35386,390677
35386,169473
35386,354193
35386,270127
35386,308674
35386,472097
35386,114140
35386,472731
35386,216368
35386,472734
35386,383963
35386,472736
35386,210688
35386,328228
35386,472739
35386,400281
35549,474251
35549,138064
35549,135682
35549,317640
35549,474327
35549,146817
35549,415963
35549,251474
35549,474328
35549,474248
35549,474180
35549,474326
35549,301006
35549,411233
35549,117256
35549,378714
35549,403411
35549,64181
35549,328175
35549,302188
35549,194390
35549,383963
35549,474571
35549,474574
35549,197386
35549,197471
35549,474576
35549,198031
35549,474597
35549,474598
35549,474599
35549,298810
35549,231176
35549,151876
35549,348136
35549,179530
35549,251148
35549,388953
35549,474723
35549,230999
35549,252006
35549,209110
35549,474820
35549,171629
35549,212510
35549,117254
35549,474822
35549,474842
35549,172144
35549,357459
35549,474887
35549,430195
35549,416713
35549,335040
35549,302187
35549,167432
35549,168811
35549,313441
35549,221157
35549,197759
35549,209562
35549,278591
35549,474933
35549,418434
35549,337398
35549,400270
35549,327734
35549,97896
35549,474935
35549,407532
35549,328333
35549,192866
35549,192176
35549,474828
35549,184266
35549,328238
35549,99648
35549,206578
35549,474985
35549,228098
35549,474988
35549,474996
35549,257134
35549,444499
35549,198713
35549,278039
35549,296859
35549,135136
35549,153084
35549,311981
35549,475062
35549,428540
35549,328134
36997,168811
36997,328368
36997,334485
36997,416712
36997,416713
38705,29491
38705,301934
38705,135682
38705,474985
38705,416712
38705,228098
38705,251474
38705,428540
38705,46571
38705,278774
38705,498769
38705,327967
38705,367244
38705,498785
38705,474574
38705,498786
38705,285720
38705,444497
38705,312550
38705,474571
38705,406520
38705,301006
38705,498633
38705,153647
38705,206525
38705,298810
38705,474599
38705,328131
38705,153641
38705,309921
38705,334422
38705,328334
38705,64139
38705,173499
38705,22809
38705,198031
38705,270127
38705,364731
38705,184187
38705,117439
38705,328238
38705,498814
38705,78067
38705,184380
38705,334462
38705,498833
38705,199347
38705,84291
38705,498834
38705,78321
38705,412193
38705,418374
38705,327734
38705,278735
38705,278591
38705,328368
38705,251148
38705,328175
38705,498855
38705,302153
38705,452856
38705,202418
38705,496178
38705,400270
38705,337398
42026,59558
42026,78321
42026,78575
42026,96098
42026,99648
42026,107465
42026,114378
42026,132621
42026,144606
42026,146649
42026,153111
42026,153083
42026,153116
42026,163885
42026,174487
42026,183830
42026,192175
42026,204980
42026,212499
42026,216421
42026,231653
42026,251474
42026,278735
42026,278666
42026,278774
42026,278776
42026,301390
42026,328175
42026,328326
42026,328334
42026,397184
42026,400270
42026,411411
42026,416629
42026,416711
42026,416713
42026,418289
42026,430423
42026,452792
42026,452855
42026,539687
42026,589315
42026,640417
42026,663138
42026,765231
42026,861105
42026,906712
42026,964289
42548,105008
42548,238847
42548,444675
42548,560226
42548,572983
42548,615912
42548,666070
42548,1105233
42787,21201
42787,29848
42787,539822
42787,257912
42787,539686
42787,539821
42787,474828
42787,539687
42787,251474
42787,77665
42787,334511
42787,418257
42787,185247
42787,539685
42787,539750
42787,539751
42787,531767
42787,539824
42787,444501
42787,539788
42787,452853
42787,539689
42787,539820
42787,278735
42787,334463
42787,42973
42787,539790
42787,431059
42787,114522
42787,78067
42787,178208
42787,539789
42787,539748
42787,455389
42787,239443
42787,480436
42787,539688
42787,534182
42787,415738
42787,243503
42787,96252
42787,418373
42787,78321
42787,373130
42787,539924
42973,42787
42973,194506
42973,212722
42973,415738
42973,541529
42973,212774
42973,334463
42973,168811
42973,411003
42973,212325
42973,205064
42973,77665
42973,418257
42973,93606
42973,541473
42973,526987
42973,539686
42973,480431
42973,334427
42973,116501
42973,418373
42973,480436
42973,541527
42973,409383
42973,212889
42973,212817
42973,252882
42973,332610
42973,80173
42973,541690
42973,89864
42973,147597
42973,335042
42973,334338
42973,212895
42973,411254
42973,418196
43137,10213
43137,196257
43137,174075
43137,55626
43137,328234
43137,337398
43137,364648
43137,153129
43137,415738
43137,245074
43137,543896
43137,543907
43137,147597
43137,541529
43137,543908
43137,212817
43137,197844
43137,334482
43137,89864
43137,278681
43137,541527
43137,543911
43137,328290
43137,399663
43137,196063
43137,80173
43137,278772
43137,131952
43137,409380
43137,287631
43137,46407
43137,276800
43137,444581
43137,192418
43137,540193
44872,20742
44872,444631
44872,557053
44872,197052
44872,278663
44872,144887
44872,135682
44872,337023
44872,328328
44872,233334
44872,556958
44872,556910
44872,418166
44872,557050
44872,556876
44872,557078
44872,206525
44872,302190
44872,557079
44872,302180
44872,556874
44872,301519
44872,557051
44872,557052
44872,556956
44872,467046
44872,427984
44872,314903
44872,278697
44872,114134
44872,418371
44872,444636
44872,215578
44872,400273
44872,534182
44872,278682
44872,278681
44872,199949
44872,328373
44872,84697
44872,557324
44872,97452
44872,557326
44872,557328
44872,59558
44872,557329
44872,179530
44872,357459
44872,452792
44872,302187
44872,354193
45174,10213
45174,43137
45174,212726
45174,84291
45174,96252
45174,560392
45174,55626
45174,418255
45174,278693
45174,114378
45174,472739
45174,184380
45174,114134
45174,411003
45174,328368
45174,114560
45174,205294
45174,410796
45174,205064
45174,115329
45174,146990
45174,197052
45174,554146
45174,212895
45174,183139
45174,354200
45174,560219
45174,547281
45174,560316
45174,355568
45174,364649
45174,418166
45174,201919
45174,245074
45174,309653
45174,278776
45174,251474
45174,560311
45174,418257
45174,146693
45174,314904
45174,400270
45174,560319
45174,560346
45174,116501
45174,238847
45174,270127
45174,444716
45174,334462
45174,114142
45174,56687
45174,196063
45174,327851
45174,153638
45174,212889
45174,212961
45174,114181
45174,221157
45174,90363
45174,196257
45174,212502
45174,184838
45174,332667
45174,278729
45174,122019
45174,117439
45174,303185
45174,306703
45174,153647
45174,183830
45174,299529
45174,197844
45174,278697
45174,197719
45174,113990
45174,204980
45174,192418
45174,561109
45174,77665
45174,114567
45174,335042
45174,384753
45237,51474
45237,153123
45237,210834
45237,228180
45237,252622
45237,278692
45237,316422
45237,334467
45237,353886
45237,539748
46406,51474
46406,72071
46406,153636
46406,206714
46406,212724
46406,212815
46406,212996
46406,223108
46406,324805
46406,418258
46406,428539
46406,572948
46406,572980
46406,572983
46407,46406
46407,72071
46407,78321
46407,104918
46407,153636
46407,153725
46407,156367
46407,206714
46407,212815
46407,212997
46407,314135
46407,328237
46407,328289
46407,334467
46407,418258
46407,472736
46407,474574
46407,572862
46407,572983
46407,595331
46407,640456
46407,847018
46571,21201
46571,78321
46571,99455
46571,104918
46571,114522
46571,135637
46571,153129
46571,153647
46571,167064
46571,197052
46571,199381
46571,201919
46571,239514
46571,255211
46571,278693
46571,278698
46571,301934
46571,309653
46571,327734
46571,328368
46571,328373
46571,332667
46571,334483
46571,334511
46571,389938
46571,416712
46571,427876
46571,428540
46571,560502
46571,640324
46571,640506
46571,765921
46571,765891
46571,765806
46571,790894
46571,937486
46571,1254197
47885,98049
47885,114137
47885,114140
47885,204980
47885,221340
47885,400270
47885,418372
47885,857528
49160,29848
49160,455389
49160,556956
49160,418678
49160,310235
49160,87113
49160,539748
49160,128781
49160,55626
49160,292555
49160,591082
49160,155497
49160,563081
49160,328330
49160,591086
49160,563085
49160,591084
49160,213069
49160,557329
49160,400346
49160,591078
49160,245074
49160,417318
49160,591079
49160,431059
49160,572980
49160,446971
49160,411252
49160,389938
49160,589315
49160,196063
49160,51474
49160,409028
49160,114134
49160,418260
49160,418410
49160,400270
49160,294470
49160,400344
49160,400273
49160,197759
49160,278697
49160,544552
49160,308674
49160,84697
49584,132084
49584,403411
49584,178119
49584,107567
49584,153083
49584,313818
49584,595362
49584,146817
49584,299454
49584,230201
49584,594256
49584,354355
49584,595361
49584,474571
49584,348136
49584,418200
49584,252364
49584,519892
49584,595485
49584,595486
49584,595487
49584,75740
49584,474574
49584,99455
49584,216807
49584,539748
49584,439169
49584,595493
49584,102956
49584,595212
49584,444636
49584,165906
49584,124529
49584,595513
49584,399663
49584,419452
49584,171629
49584,521363
49584,594710
49584,595514
49584,135637
49584,595515
49584,595542
49594,28960
49594,409382
49594,156367
49594,328234
49594,313441
49594,205294
49594,409379
49594,409345
49594,216236
49594,406731
49594,595331
49594,328175
49594,334482
49594,221202
49594,110919
49594,377657
49594,212895
49594,169142
49594,213112
49594,561109
49594,171640
49594,153224
49594,81894
49594,334467
49594,79792
49594,146693
50877,228180
50877,444579
50877,334425
50877,243503
50877,444578
50877,212722
50877,419557
50877,153641
50877,418434
50877,146649
50877,418401
50877,334463
50877,278776
50877,554146
50877,301934
50877,602230
50877,183189
50877,251474
50877,77665
50877,452853
50877,328326
50877,72129
50877,428568
50877,80173
50877,328229
50877,93608
50877,165919
50877,328238
50877,418373
50877,89864
50877,325191
50877,334462
50877,605320
50877,328174
50877,400270
50877,174075
50877,411003
50877,605368
50877,428663
50877,605390
50877,314135
50877,444632
50877,571156
50877,474598
50877,605649
50877,113990
50877,417102
50877,604773
50877,335040
50877,278735
51474,21201
51474,28960
51474,45237
51474,46406
51474,49160
51474,409345
51474,78575
51474,55626
51474,223108
51474,278692
51474,539748
51474,595493
51474,310235
51474,455389
51474,177282
51474,198931
51474,353886
51474,212777
51474,212815
51474,89822
51474,400270
51474,212816
51474,477121
51474,399663
51474,409382
51474,409349
51474,111544
51474,99293
51474,446971
51474,478514
51474,591077
51474,608506
51474,97850
51474,258758
51474,563081
51474,156693
51474,400378
51474,184638
51474,563085
51474,588534
51474,210834
51474,197052
51474,334222
51474,557329
51474,146693
51474,6920
51474,207951
51474,409379
51474,212997
51474,257523
51474,608502
51474,278769
51474,608370
51474,421966
51474,92886
51474,316638
51474,400346
51474,313441
51474,196257
51474,278733
51474,153226
51474,608270
51474,389938
51474,409383
51474,197844
51474,153232
51474,153236
51474,58063
51474,608411
51474,328237
51474,212889
51474,335039
51474,418371
51474,608367
51474,242621
51474,252882
51474,151288
51474,328232
51474,153227
51474,287631
51474,328230
51474,278773
51474,153636
51474,131952
51474,334512
51474,400531
51474,197719
51474,251148
51474,335038
51474,169473
51474,210688
51474,328330
51474,206237
51628,148802
51628,153125
51628,153087
51628,165906
51628,180766
51628,195433
51628,205737
51628,245141
51628,261076
51628,278735
51628,397184
51628,416629
51628,444633
51628,444496
51628,444581
51628,452855
51628,471104
51628,503233
51628,608502
51628,641160
51628,658225
51628,751325
51628,765165
51628,765858
51628,765981
51628,802426
51628,913974
52607,49160
52607,278770
52607,183915
52607,61349
52607,287976
52607,419557
52607,301418
52607,114134
52607,138064
52607,114179
52607,455693
52607,314904
52607,328334
52607,430129
52607,337023
52607,227865
52607,614181
52607,355568
52607,571156
52607,572980
52607,572983
52607,221202
52607,589315
52607,404287
52607,556876
52607,615881
52607,615917
52607,114140
52607,615912
52607,400281
52607,400273
52607,278700
52607,444502
52607,357459
52607,409028
52607,310500
52607,183830
52607,419585
52607,591948
52607,328374
52607,354193
52607,233100
52607,615099
52607,146649
52607,213114
52607,278734
52607,418678
52607,562018
52607,616139
52607,400284
52607,163885
52607,616167
52607,185493
54201,212815
54201,428329
54201,334513
54201,328230
54201,372895
54201,631035
54201,631034
54201,400345
54201,255263
54201,287631
54201,199477
54201,324809
54201,238672
54201,175768
54201,212995
54201,424677
54201,180270
54201,631061
54201,71318
54201,399663
54201,72071
54201,630089
54201,308674
55626,43137
55626,45174
55626,49160
55626,51474
55626,56433
55626,58063
55626,84697
55626,90363
55626,93104
55626,96252
55626,100926
55626,104918
55626,106016
55626,114378
55626,114516
55626,115329
55626,124529
55626,129758
55626,133695
55626,153129
55626,153636
55626,153630
55626,165906
55626,172315
55626,186232
55626,196257
55626,196984
55626,197341
55626,197844
55626,199381
55626,210834
55626,212777
55626,212993
55626,212815
55626,212774
55626,212816
55626,212961
55626,212962
55626,216236
55626,221189
55626,223108
55626,245074
55626,257523
55626,278693
55626,278769
55626,278772
55626,299529
55626,309653
55626,310235
55626,312224
55626,316462
55626,328237
55626,328289
55626,332667
55626,334340
55626,334421
55626,334463
55626,334483
55626,334511
55626,364813
55626,384753
55626,389938
55626,410796
55626,414901
55626,417318
55626,417102
55626,418675
55626,419557
55626,419558
55626,444533
55626,444495
55626,444581
55626,452855
55626,455389
55626,477121
55626,539748
55626,591082
55626,595493
55626,638058
55626,639910
55626,640397
55626,640459
55626,640417
55626,640421
55626,640456
55626,640993
55715,55626
55715,641056
55715,622524
55715,230496
55715,641058
55715,258758
55715,591084
55715,479608
55715,641051
55715,641057
55715,443558
55715,148802
55715,641049
55715,518318
55715,153087
55715,641088
55715,278681
55715,195419
55715,444633
55715,255962
55715,288314
55715,72626
55715,452792
55715,641158
55715,211400
55715,174487
55715,477121
55715,641159
55715,641160
55715,641187
55715,242621
55715,165906
55715,114378
55715,51628
55715,641190
55715,641116
55715,641191
55715,278666
55715,186832
55715,641192
55715,58063
55715,640417
55715,641193
55715,444496
55715,75474
55715,444719
55715,641230
55715,474985
55715,278697
55715,448955
56433,55626
56433,129629
56433,99949
56433,184380
56433,400284
56433,278692
56433,278769
56433,417863
56433,93104
56433,241266
56433,252901
56433,640421
56433,212744
56433,278773
56433,278733
56433,477121
56433,335042
56433,78321
56590,56687
56590,278666
56590,328334
56590,418406
56590,444446
56590,96252
56590,444719
56590,99949
56590,444499
56590,334511
56590,416712
56590,639910
56590,474576
56590,417863
56590,278769
56590,364688
56590,95913
56590,129629
56590,334483
56590,114181
56590,189687
56590,117439
56590,417102
56590,278681
56590,206830
56590,278698
56590,421964
56590,418371
56590,242621
56590,114567
56590,78321
56687,10213
56687,45174
56687,96132
56687,129629
56687,192418
56687,648721
56687,108944
56687,212726
56687,212993
56687,309652
56687,115329
56687,212774
56687,153087
56687,185034
56687,212725
56687,185032
56687,116501
56687,278734
56687,97452
56687,197341
56687,116362
56687,104918
56687,212895
56687,416628
56687,56590
56687,212889
56687,648711
56687,189687
56687,332667
56687,245074
56687,212724
56687,216421
58063,51474
58063,55626
58063,78575
58063,88212
58063,133695
58063,153087
58063,153630
58063,194903
58063,197844
58063,199381
58063,205064
58063,211702
58063,212777
58063,212815
58063,223108
58063,252622
58063,252880
58063,257523
58063,278039
58063,278733
58063,316462
58063,316422
58063,317944
58063,328289
58063,334464
58063,334483
58063,334485
58063,389938
58063,418675
58063,444581
58063,477121
58063,527681
58063,640397
58063,640456
58063,661579
58880,146693
58880,421966
58880,168811
58880,328331
58880,208837
58880,666070
58880,421385
58880,410944
58880,324992
58880,474723
58880,168809
58880,22809
58880,233100
58880,332610
59558,672885
59558,539687
59558,556874
59558,212590
59558,301390
59558,418675
59558,672806
59558,212814
59558,364731
59558,553974
59558,278774
59558,42026
61349,33622
61349,52607
61349,97896
61349,114179
61349,138064
61349,148802
61349,165906
61349,180507
61349,180508
61349,183915
61349,227865
61349,238847
61349,259297
61349,354132
61349,356731
61349,373130
61349,378712
61349,400273
61349,404287
61349,409028
61349,416628
61349,419585
61349,428568
61349,430127
61349,444386
61349,452854
61349,452930
61349,452855
61349,472404
61349,472731
61349,519892
61349,539687
61349,572980
61349,572983
61349,577594
61349,591948
61349,597036
61349,615912
61349,666197
61349,687914
61349,687916
61349,687821
61349,687827
61349,687879
61349,687881
61349,687939
61349,687918
61349,829455
62256,690924
62256,498633
62256,474571
62256,690920
62256,120487
62256,690969
62256,204512
62256,386187
62256,691028
62256,581513
62256,691076
62256,691086
62256,427876
62256,377945
62256,691122
62256,196984
62256,326738
62256,311981
62256,435997
62256,252364
62256,288314
62256,418200
62256,594710
62256,155530
62256,641049
62256,556670
62256,31991
62256,418199
62256,691170
62256,146817
62256,452276
62256,138426
62256,595514
62256,328329
62256,663175
62256,171634
63527,106016
63527,212774
63527,239443
63527,252901
63527,328230
63527,353886
63527,390677
63527,399663
63527,400346
63527,409409
63527,411502
63527,413640
63527,419558
63527,444533
63527,444495
63527,472352
63527,608367
63527,631034
63686,213116
63686,699519
63686,699450
63686,164174
63686,415738
63686,278731
63686,563085
63686,699447
63686,146452
63686,328131
63686,212503
63686,327851
63686,112362
63686,430084
63686,332667
63686,129629
63686,306747
63686,196063
63686,590106
63686,388366
63686,212960
63686,194903
63686,699517
63686,78067
63686,328288
63700,135637
63700,155530
63700,192702
63700,196984
63700,205743
63700,220636
63700,227865
63700,244400
63700,283873
63700,298810
63700,301376
63700,301515
63700,302189
63700,313818
63700,328329
63700,348136
63700,409028
63700,430083
63700,470617
63700,474988
63700,478401
63700,557079
63700,595515
63700,690919
63700,913727
63700,932905
63700,1458501
63957,79792
63957,98653
63957,153087
63957,153630
63957,156367
63957,196257
63957,212728
63957,212816
63957,232116
63957,245074
63957,317987
63957,328234
63957,334482
63957,334466
63957,472404
63957,472739
63957,595331
63957,699517
63957,739224
63957,786586
63957,850187
63957,861144
63957,1069221
63957,1116546
64139,10213
64139,28921
64139,78321
64139,96252
64139,115329
64139,122554
64139,153123
64139,196257
64139,212598
64139,216421
64139,278774
64139,301390
64139,327682
64139,328332
64139,328334
64139,332667
64139,334511
64139,337023
64139,410932
64139,416628
64139,417102
64139,418374
64139,430423
64139,478512
64139,560502
64139,672885
64139,704273
64139,704265
64181,557133
64181,327967
64181,474996
64181,615770
64181,239443
64181,78575
64181,539748
64181,301006
64181,329668
64181,327937
64181,303522
64181,605368
64181,198483
64181,549919
64181,703548
64181,411001
64181,156693
64181,202512
64181,418197
64181,93608
64181,185247
64181,192702
64181,701925
64181,444499
64181,144887
64181,378712
64181,400346
64196,28206
64196,225973
64196,703752
64196,703768
64196,114137
64196,309921
64196,310945
64196,703753
64196,175065
64196,155255
64196,206334
64196,244400
64196,472734
64196,409988
64196,175768
64196,212816
64196,89814
64196,309652
64196,212772
64196,515009
64957,99762
64957,115736
64957,194903
64957,205106
64957,765806
66296,699450
66296,699519
66296,370811
66296,631061
66296,14210
66296,717168
69047,81894
69047,97672
69047,104918
69047,106236
69047,153129
69047,164174
69047,196257
69047,199477
69047,245074
69047,255254
69047,317944
69047,328234
69047,334482
69047,334464
69047,337023
69047,390677
69047,472736
69047,472739
69047,534182
69047,595331
69047,861389
69047,1071890
69047,1116823
70711,464722
70837,95731
70837,278665
70837,334464
70837,649123
70837,663135
70837,741687
70837,741689
70837,741690
70837,828144
70837,851461
70871,77717
70871,127028
70871,138426
70871,143081
70871,182217
70871,209584
70871,221189
70871,229279
70871,241371
70871,336284
70871,378712
70871,414592
70871,417102
70871,444533
70871,444495
70871,444496
70871,452855
70871,496178
70871,608502
70871,641049
70871,743361
70871,743363
70871,743367
70871,764864
71195,82261
71195,743188
71195,737779
71195,743174
71195,311738
71195,743191
71195,33977
71195,99454
71195,444502
71195,454491
71195,687822
71195,743190
71195,416621
71195,743189
71195,153086
71195,147887
71195,740254
71195,256520
71195,222431
