source,target
11134,98317
11134,96735
11134,223192
11134,223020
11134,222992
11134,223014
11134,223015
11134,223019
11134,223029
11134,2361
11134,223120
11134,222994
11134,98411
11134,99094
11134,195474
11134,154565
11134,223443
11134,101613
11134,96757
11134,223496
11134,223497
11134,97845
11134,97049
11134,223498
11134,223499
11134,223504
11134,223505
11134,223507
11134,223508
11134,223542
11134,223543
11134,52705
11305,228580
11305,228694
11305,228351
11305,228871
11305,228873
11305,228759
11305,207864
11305,228872
11305,228561
11305,228684
11305,96330
11305,198307
11305,228866
11305,228874
11305,228754
11305,228755
11305,228573
11305,228579
11305,223189
11305,228756
11305,228563
11305,193605
11305,225985
11305,144174
11305,228571
11305,185612
11305,228861
11305,228692
11305,228753
11305,90301
11305,228751
11305,228876
11305,204257
11305,17649
11305,202224
11305,228693
11305,228689
11305,198345
11305,228680
11305,198168
11305,228685
11305,228875
11305,228867
11305,228575
11305,228577
11305,228870
11305,229089
11305,53421
11305,229092
11305,133721
11305,226904
11305,53728
11305,229111
11305,198575
11305,229114
11305,229115
11305,206418
11305,229117
11305,229119
11305,229120
11305,229122
11305,229173
11305,229175
11305,229176
11305,229178
11310,118953
11310,231663
11310,231666
11310,231681
11310,231668
11310,81712
11310,231667
11310,231662
11310,158331
11310,231618
11310,145621
11310,199134
11310,228756
11310,96618
11310,231686
11310,231622
11310,231670
11310,231676
11310,231682
11310,116778
11310,231675
11310,231621
11310,231669
11310,231677
11310,231684
11310,229364
11310,231887
11310,143129
11310,231900
11310,231901
11710,44054
11710,48585
11710,78584
11710,98799
11710,99086
11710,105980
11710,119003
11710,183182
11710,195887
11710,231330
11710,231684
11710,253917
11710,297369
11710,309603
11710,356930
11710,364830
11710,395574
11710,444258
11710,451746
11710,466170
11710,496479
11710,498615
11710,538376
11710,548196
11710,549097
11710,590030
11710,662474
11710,858115
11710,860989
12114,237954
12114,237905
12114,237684
12114,238078
12114,237869
12114,237753
12114,237908
12114,237953
12114,237911
12114,237950
12114,237915
12114,238269
12120,482362
12120,901312
12364,253914
12364,852479
12403,5067
12403,87053
12403,118457
12403,141144
12403,176922
12403,183182
12403,193696
12403,195887
12403,196170
12403,198575
12403,201016
12403,220914
12403,237684
12403,257058
12403,268043
12403,268061
12403,269411
12403,300226
12403,311664
12403,329137
12403,342553
12403,358288
12403,379199
12403,389085
12403,410090
12403,416714
12403,421259
12403,429654
12403,429629
12403,458248
12403,466170
12403,479054
12403,481006
12403,491581
12403,498615
12403,505254
12403,534011
12403,545943
12403,545861
12403,545909
12403,545862
12403,547038
12403,547273
12403,547526
12403,549959
12403,551577
12403,560239
12403,586234
12403,589296
12403,742357
12403,786949
12403,822503
12403,854341
12403,858115
12403,859537
12403,932211
12597,49693
12597,99497
12597,106887
12597,118391
12597,195887
12597,219828
12597,253912
12597,310188
12597,349552
12597,359934
12597,420061
12597,483526
12597,547002
12597,551254
12597,551250
12597,589243
12597,783769
12597,824257
12597,854357
12597,888733
12597,917850
12836,162735
12836,182518
12836,648762
12836,1430988
13127,249759
13127,249837
13127,119674
13373,253791
13373,253790
13373,253792
13373,253797
13373,198316
13373,253800
13373,253920
13373,253799
13373,253786
13373,253914
13373,253917
13373,238067
13373,253922
13373,238720
13373,253925
13373,253923
13373,253787
13373,253912
13617,193558
13617,469224
13617,598974
14310,138038
14310,268091
14310,268003
14310,268035
14310,267992
14310,268002
14310,268093
14310,267830
14310,267993
14310,18843
14310,267999
14310,268040
14310,268092
14310,137324
14310,268031
14310,268036
14310,138098
14310,268043
14310,268096
14310,268042
14310,116169
14310,190490
14310,70017
14310,268209
14310,268210
14310,268214
14310,268215
14470,266756
14470,222992
14470,265773
14470,14473
14470,266760
14470,175069
14470,265729
14470,266757
14470,265771
14470,266881
14470,265865
14473,14470
14473,267832
14473,267901
14473,267829
14473,267826
14473,265773
14473,267872
14473,196352
14473,267866
14473,266754
14473,267825
14473,267830
14473,207732
14473,267868
14473,267819
14473,267867
14473,267875
14473,267833
14473,265729
14473,267870
14473,267831
14473,175069
14473,266757
14473,266758
14473,267873
14473,267820
14473,267902
14473,267871
14473,267828
14473,267874
14473,266759
14473,268029
14473,268030
14473,268055
14473,118542
14473,265865
14473,268056
14473,268057
14473,265867
14473,268059
14473,268060
14473,268061
14833,44625
14833,99085
14833,195742
14833,391725
14833,550438
14837,28607
14837,47547
14837,93487
14837,97063
14837,98405
14837,106887
14837,122054
14837,176850
14837,190610
14837,226003
14837,228870
14837,231887
14837,249313
14837,266756
14837,267391
14837,269814
14837,298802
14837,338093
14837,349790
14837,361146
14837,364580
14837,372079
14837,372237
14837,378435
14837,409270
14837,418952
14837,446372
14837,446732
14837,467379
14837,486292
14837,498825
14837,547038
14837,547063
14837,547045
14837,547230
14837,548045
14837,547544
14837,548547
14837,549957
14837,558886
14837,578547
14837,580071
14837,580035
14837,580072
14837,580065
14837,580139
14837,580093
14837,619237
14837,751571
14837,757063
14837,781954
14837,782777
14837,793657
14837,853759
14837,853798
14837,926795
14837,1002342
14837,1093507
14837,1207355
14837,1393706
15018,444091
15831,281314
15831,281315
15831,281318
15831,281351
15831,281323
15831,281352
15831,281354
15831,281317
15831,281320
15831,281327
15831,193558
15831,281322
15831,281458
15831,281460
15831,281461
15831,281463
17061,98408
17061,149238
17061,181120
17061,204155
17061,228563
17061,305081
17061,429995
17061,491550
17061,491385
17061,491520
17061,816251
17061,858136
17382,21248
17382,98793
17382,213833
17382,277240
17382,284279
17382,356928
17382,390204
17382,435187
17382,551615
17382,560004
17382,578897
17382,648045
17382,840988
17382,853414
17382,853451
17468,300197
17468,300269
17468,300268
17468,299852
17468,299854
17566,25012
17566,108792
17566,138959
17566,163766
17566,165515
17566,183360
17566,195453
17566,245349
17566,251163
17566,274820
17566,274725
17566,284338
17566,375046
17566,375382
17566,394224
17566,445447
17566,482903
17566,548547
17566,888941
17566,917236
17566,961049
17566,1393536
17649,11305
17649,252149
17649,303517
17649,228873
17649,228754
17649,228680
17649,302140
17649,257144
17649,279750
17649,185612
17649,303432
17649,198307
17649,228692
17649,231682
17649,303433
17649,228876
17649,204257
17649,303575
17649,303577
17649,229092
17649,240394
17649,303583
17649,303585
17649,229175
17649,228755
17649,303614
18137,305055
18137,305056
18137,305058
18137,305059
18137,195819
18137,219833
18137,305062
18137,305063
18137,196718
18137,305064
18137,305065
18137,305066
18137,305067
18137,237901
18137,305068
18137,195817
18137,305069
18137,223175
18137,177788
18137,305081
18137,305082
18137,305085
18137,195574
18137,298892
18137,305087
18137,54131
18137,305089
18137,153853
18137,304640
18137,305133
18137,226961
18703,310769
18703,310976
18703,311009
18703,222996
18703,218975
18703,311214
18703,311221
18703,311476
18703,311511
18703,311512
18703,311514
18703,311515
18703,43612
18703,311600
18703,311698
18703,311704
18703,126496
18703,311748
18703,311750
18703,71117
18703,212444
18703,311774
18703,228406
18703,311777
18703,186128
18703,221126
18703,212398
18703,172067
18703,311919
18703,173145
18703,311970
18703,312009
18703,312044
18703,312048
18703,312051
18703,312093
18703,291503
18703,58165
18703,312146
18703,312149
18703,312152
18703,165488
18703,312187
18843,14310
18843,56075
18843,96730
18843,309884
18843,309750
18843,309792
18843,309890
18843,309893
18843,309791
18843,309849
18843,268036
18843,194672
18843,309671
18843,99091
18843,309895
18843,309891
18843,309677
18843,309795
18843,250920
18843,309746
18843,103614
18843,309789
18843,99953
18843,309879
18843,217442
18843,309905
18843,309889
18843,133136
18843,309851
18843,309894
18843,150709
18843,49640
18843,309876
18843,309885
18843,309799
18843,54116
18843,309875
18843,309896
18843,309753
18843,309754
18843,98411
18843,259373
18843,143198
18843,309755
18843,309666
18843,98203
18843,121371
18843,217276
18843,309670
18843,309798
18843,248210
18843,217635
18843,118339
18843,309886
18843,20681
18843,267999
18843,309908
18843,309790
18843,238067
18843,309878
18843,309796
18843,62696
18843,310102
18843,268209
18843,145621
18843,298802
18843,310104
18843,36576
18843,310141
18843,29305
18843,223109
18843,310145
18843,119190
18843,310146
18843,310148
18843,52295
18843,310163
18843,310164
18843,310187
18843,310188
18843,48730
18843,310189
18843,310190
18843,310191
18843,268210
18843,118451
18843,310192
18843,279111
18843,310193
18843,99002
18843,214322
18843,138581
18843,65829
18843,310195
18843,170141
18843,310215
18843,310216
18843,265729
18843,310217
18843,202728
18843,310219
18843,195743
18843,310220
18843,305133
18843,310222
18843,195494
18843,91296
18843,228755
18843,310223
18843,310237
18843,310238
18843,310239
18843,310240
18843,223658
18843,310241
18843,310242
18843,310243
18843,310245
18843,310246
18843,96351
18843,310248
18843,310249
18843,99085
18843,310251
18925,5067
18925,98510
18925,98996
18925,116566
18925,118458
18925,118455
18925,118596
18925,141520
18925,231684
18925,237684
18925,278308
18925,353773
18925,488077
18925,490804
18925,491451
18925,534612
18925,558869
18925,589185
18925,686011
18925,732537
18925,805812
18925,811096
18925,864341
18925,873357
18925,910954
18925,915313
18925,1100059
19249,26976
19249,53193
19249,99201
19249,103716
19249,118339
19249,118391
19249,118461
19249,118340
19249,118534
19249,118380
19249,118529
19249,118949
19249,141520
19249,153055
19249,178061
19249,198575
19249,214318
19249,249313
19249,249837
19249,276736
19249,288148
19249,309791
19249,309885
19249,310579
19249,310941
19249,321071
19249,343380
19249,379833
19249,391198
19249,394862
19249,419049
19249,490787
19249,510107
19249,529670
19249,530853
19249,545985
19249,546680
19249,547176
19249,547782
19249,547978
19249,549694
19249,570187
19249,581499
19249,583009
19249,586101
19249,586855
19249,589293
19249,620669
19249,643479
19249,657149
19249,703356
19249,666759
19249,848962
19249,859889
19249,916182
19249,916191
19249,963798
19253,43766
19253,46601
19253,99201
19253,118339
19253,118461
19253,118380
19253,141520
19253,167115
19253,214318
19253,233440
19253,243061
19253,265607
19253,309791
19253,343380
19253,353017
19253,394224
19253,394867
19253,429525
19253,510107
19253,545985
19253,549608
19253,668328
19253,976733
20234,153939
20234,167904
20234,211455
20234,228756
20234,419243
20234,449901
20234,546091
20234,853949
20234,1392688
20574,96474
20574,198092
20574,327110
20574,327138
20574,327141
20574,327184
20574,327069
20574,327144
20574,327189
20574,327146
20574,327178
20574,327179
20574,327194
20611,96757
20611,329347
20611,96957
20611,96738
20611,20681
20611,329346
20611,96610
20611,329342
20611,98785
20611,329319
20611,329318
20611,329348
20611,329320
20611,217579
20611,329323
20611,329343
20611,329137
20611,118329
20611,48730
20611,28131
20611,329344
20611,329321
20611,329345
20611,96737
20611,113659
20611,98796
20611,94947
20611,329524
20681,18843
20681,20611
20681,309850
20681,309795
20681,207717
20681,325040
20681,310195
20681,245786
20681,310239
20996,297326
21248,192720
21248,67708
21248,186267
21248,17382
21248,107612
21248,263969
21248,336038
21248,195479
21248,96477
21248,303612
21248,336096
21248,228756
21248,335969
21248,335933
21248,336040
21248,336042
21248,335929
21248,137590
21248,33877
21248,336041
21248,336099
21248,335495
21248,229386
21248,335897
21248,309745
21248,327871
21248,291533
21248,67957
21248,53185
21248,335932
21248,70428
21248,165664
21248,335973
21248,214287
21248,334226
21248,166212
21248,335972
21248,309677
21248,78998
21248,335478
21248,336095
21248,68944
21248,336106
21248,336025
21248,336394
21248,293113
21248,329317
21248,336402
21248,336404
21248,336406
21248,96615
21248,198344
21248,98209
21248,336407
21248,337125
21248,327978
21248,337126
21248,337127
21248,337128
21248,337129
21248,87053
21248,337130
21248,337131
21248,337132
21248,337133
21248,337134
21248,337135
21248,337136
21248,337137
22949,358132
22949,358139
22949,358041
22949,195521
22949,358053
22949,274820
22949,95360
22949,48734
22949,98324
22949,98418
22949,184350
22949,356877
22949,358125
22949,358249
23106,219614
23106,116007
23106,346319
23106,356335
23106,54049
23265,195650
23265,212564
23265,358136
23265,395280
23265,396913
23265,870131
23341,9126
23341,220437
23341,100239
23341,98409
23341,364162
23341,198317
23341,364206
23341,98317
23341,364244
23341,364245
23341,198061
23341,198574
23341,256336
23341,364247
23341,364248
23341,323918
23341,364249
23341,364259
23341,153794
23341,364260
23341,228867
23341,275840
23341,356289
23341,178114
23341,327139
23341,364274
23341,287236
23341,364277
23341,176887
23341,356409
23341,364280
23341,364282
23341,260547
23827,38220
23827,43643
23827,43720
23827,43635
23827,51205
23827,96399
23827,99002
23827,99201
23827,100239
23827,116566
23827,118379
23827,143198
23827,153055
23827,156811
23827,186267
23827,198086
23827,198307
23827,237954
23827,246333
23827,253221
23827,253542
23827,303583
23827,310217
23827,336025
23827,347231
23827,367752
23827,403257
23827,404952
23827,411923
23827,420061
23827,440675
23827,458248
23827,486292
23827,490804
23827,491414
23827,535473
23827,535847
23827,539144
23827,542306
23827,546662
23827,547544
23827,548109
23827,548114
23827,549647
23827,548805
23827,549443
23827,549725
23827,550351
23827,551500
23827,560171
23827,562389
23827,579123
23827,582205
23827,586855
23827,589293
23827,589619
23827,595333
23827,662335
23827,788676
23827,848259
23827,858584
23827,859494
23827,887777
23827,910047
23827,916668
23827,940025
23827,1094000
23827,1152062
23827,1221746
24386,96330
24386,372077
24386,198307
24386,327139
24386,372105
24386,372114
24386,372103
24386,372074
24386,372079
24386,372107
24386,372080
24386,372071
24386,31481
24386,98793
24386,372081
24386,372073
24386,372072
24386,278436
24386,101130
24386,327788
24386,225985
24386,372236
24386,154058
24386,372237
24386,371648
24386,301495
24386,47781
24386,310217
24386,43651
24386,297866
24386,372275
25012,22949
25012,374996
25012,375389
25012,375382
25012,358132
25012,182315
25012,251163
25012,375046
25012,274820
25012,17566
25012,209732
25012,274819
25012,375383
25012,245349
25012,221126
25012,113355
25012,358041
25012,228688
25577,378120
25577,378123
25577,378082
25577,377153
25577,96615
26976,391201
26976,198305
26976,391236
26976,201016
26976,68971
26976,391234
26976,391237
26976,364282
26976,391233
26976,391263
26976,373353
26976,391271
26976,391273
26976,291950
27091,38369
27091,61389
27091,100315
27091,106887
27091,118379
27091,154211
27091,175030
27091,196718
27091,238999
27091,336025
27091,336402
27091,369524
27091,413972
27091,413974
27091,446732
27091,479036
27091,490036
27091,547108
27091,549340
27091,559727
27091,620669
27091,627402
27091,685382
27091,685378
27091,685380
27091,905958
27091,967027
27091,967241
27268,394840
27268,49645
27268,378951
27268,394838
27268,394894
27268,394893
27268,334226
27268,118386
27268,394816
27268,394869
27268,394895
27268,394862
27268,394818
27268,309849
27268,394886
27268,118600
27268,118545
27268,310163
27268,394837
27268,394885
27268,394889
27268,219674
27268,70459
27268,394883
27268,166650
27268,219603
27268,389739
27268,394890
27268,118601
27268,394868
27268,394867
27268,394892
27268,69762
27268,336025
27268,395280
27268,186339
27268,69309
27268,395282
27268,335932
27268,395283
27268,395324
27268,395325
27268,118389
27475,183377
27475,394876
27475,220921
27475,95360
27475,394873
27475,394857
27475,96958
27475,395022
27475,393639
27475,395065
27475,395068
27475,395070
27475,226961
27475,183360
27475,49958
27475,56982
27475,303413
27475,395178
27552,287540
27552,419243
27552,451765
27552,454417
27552,540505
27552,584117
27552,745403
27552,1227114
27552,1339777
27632,49645
27632,98407
27632,395562
27632,395564
27632,291537
27632,395566
27632,395567
27632,390058
27632,395570
27632,395572
27632,395573
27632,395574
27632,305058
27632,395576
27632,98801
27632,395779
27632,395780
27632,273537
27632,305066
27632,395781
27632,395783
27632,395785
27632,395786
27632,243810
27632,395787
27632,118452
27632,277586
27632,395812
27632,395813
27632,195817
27632,49693
27632,99091
27632,98324
27632,214226
27632,395814
27632,395816
27632,43641
27632,395819
27632,395820
27632,391512
27632,395821
27632,291503
27632,392913
27632,98512
27632,251469
27632,395838
27632,251287
27632,395839
27632,395840
27632,43638
27632,395841
27632,237871
27632,395842
27632,99089
27632,99087
27632,272444
27958,98911
27958,112603
27958,114160
27958,153449
27958,188067
27958,194924
27958,195650
27958,195817
27958,200939
27958,342553
27958,391851
27958,410090
27958,413886
27958,435229
27958,449901
27958,457452
27958,491550
27958,547038
27958,546614
27958,547630
27958,548115
27958,549443
27958,619450
27958,623684
27958,786949
27958,858822
27958,898606
28131,20611
28131,118332
28131,285862
28131,303518
28131,329342
28131,329318
28131,329319
28131,329321
28131,360909
28131,506263
28131,857364
28131,1519096
28214,70248
28214,99377
28214,358040
28214,547547
28214,581749
28214,587536
28214,815794
28214,860763
28214,910868
28588,219568
28588,301495
28588,310215
28588,323603
28588,402183
28588,421861
28588,429581
28588,536938
28588,548077
28588,560006
28588,646251
28588,651671
28588,704809
28588,731808
28588,776904
28588,815777
28588,859369
28588,895762
28588,900518
28588,965529
28588,1302884
28588,1403312
28588,1610718
28607,404296
28607,227525
28607,81802
28607,404293
28607,403719
28607,14837
28607,404254
28607,153939
28607,404266
28607,251469
28607,194924
28607,381794
28607,149724
28607,404264
28607,231669
28607,404471
28607,404472
28607,404473
28607,337129
28607,404474
28666,406167
28666,406168
28666,406171
28666,406166
28666,406236
28897,75787
28897,120276
28897,145693
28897,295065
28897,415855
28897,587536
28897,766204
28897,920692
29135,1137671
29219,9126
29219,78895
29219,192727
29219,195460
29219,212392
29219,232898
29219,237871
29219,279442
29219,394221
29219,403509
29219,511305
29219,519480
29219,788667
29219,843970
29219,870131
29219,883309
29219,971092
29219,1027960
29219,1297616
29219,1304261
29305,412151
29305,131044
29305,65091
29305,411889
29305,356928
29305,412096
29305,411945
29305,411943
29305,411891
29305,195479
29305,412126
29305,412149
29305,57299
29305,412150
29305,412124
29305,98999
29305,237690
29305,412123
29305,411946
29305,182649
29305,122353
29305,287236
29305,287235
29305,217635
29460,413397
29460,415732
29460,415736
29460,415723
29460,415725
29515,415010
29515,245700
29515,415225
29515,300226
29515,415228
29515,415227
29515,415226
29515,415224
29515,374289
29515,309677
29515,415309
29515,350537
29515,415304
29515,415301
29515,415303
29515,415302
29515,373044
29515,287235
29515,415500
29515,198560
29515,415501
29988,57813
29988,195130
30063,418089
30063,419178
30063,419179
30063,419180
30063,419181
30063,419183
30063,419184
30063,43653
30063,282748
30063,419187
30063,280579
30063,419213
30063,419214
30063,257151
30063,177785
30063,419216
30063,67957
30063,197981
30063,94583
30063,418952
30063,243786
30063,212020
30063,419243
30063,419245
30063,177788
30063,419248
30063,410090
30063,419251
30063,419252
30063,419301
30063,356834
30063,80075
30063,138870
30063,178114
30063,297369
30063,419352
30063,419353
30177,98319
30177,309889
30177,98409
30177,422947
30177,217694
30177,423072
30177,98421
30177,98513
30656,48789
30656,96622
30656,103497
30656,109433
30656,140629
30656,186267
30656,198575
30656,212564
30656,219609
30656,233440
30656,266755
30656,268142
30656,269411
30656,291592
30656,310248
30656,326329
30656,342705
30656,395280
30656,416714
30656,417279
30656,419243
30656,419352
30656,429525
30656,439341
30656,459280
30656,459316
30656,459449
30656,478902
30656,479661
30656,481977
30656,481979
30656,511303
30656,527173
30656,546050
30656,545862
30656,546735
30656,548047
30656,549680
30656,549725
30656,558750
30656,579781
30656,593063
