user_id,completion_percentage,gender,AGE
1277,12,0.0,0.0
1250,59,0.0,0.0
1262,59,1.0,22.0
1095,66,0.0,0.0
1291,29,0.0,0.0
1279,14,0.0,20.0
1252,47,1.0,22.0
1234,12,1.0,0.0
1264,12,0.0,0.0
1253,72,1.0,22.0
1137,79,0.0,0.0
1351,17,0.0,20.0
1366,14,0.0,0.0
1256,64,0.0,18.0
1309,62,0.0,18.0
1352,52,0.0,17.0
1337,53,0.0,0.0
1310,78,0.0,0.0
1368,12,0.0,0.0
1311,66,0.0,0.0
1370,64,0.0,19.0
1339,14,0.0,19.0
1355,71,0.0,18.0
1258,60,1.0,25.0
1357,19,0.0,22.0
1382,57,0.0,18.0
1239,71,1.0,19.0
1227,14,1.0,21.0
1240,53,1.0,22.0
1384,60,0.0,18.0
1229,14,1.0,20.0
1385,19,0.0,16.0
1376,53,0.0,22.0
1363,66,0.0,0.0
1284,14,0.0,18.0
1426,17,0.0,16.0
1380,12,0.0,0.0
1285,12,0.0,21.0
1442,14,0.0,19.0
1288,31,0.0,0.0
1445,12,0.0,0.0
1446,50,0.0,17.0
1342,74,0.0,16.0
1343,72,0.0,21.0
1491,67,1.0,21.0
1275,69,0.0,23.0
1452,71,1.0,0.0
1493,64,1.0,22.0
1401,71,0.0,21.0
1403,64,1.0,19.0
1454,53,1.0,22.0
1521,16,1.0,20.0
1562,69,1.0,22.0
1522,53,1.0,23.0
1406,33,1.0,20.0
1513,14,0.0,0.0
1564,41,1.0,23.0
1514,17,1.0,0.0
1524,76,0.0,0.0
1565,41,1.0,21.0
1577,72,1.0,21.0
1591,66,0.0,0.0
1606,55,1.0,23.0
1592,55,1.0,23.0
1580,12,1.0,29.0
1301,12,1.0,20.0
1434,12,0.0,17.0
1544,53,0.0,0.0
1484,55,1.0,25.0
1595,71,1.0,24.0
1545,55,1.0,24.0
1485,59,1.0,21.0
1596,69,0.0,17.0
1573,64,1.0,35.0
1636,69,0.0,20.0
1574,52,1.0,0.0
1623,12,0.0,0.0
1581,69,0.0,0.0
1575,67,1.0,29.0
1624,59,0.0,19.0
1681,59,1.0,24.0
1627,66,0.0,20.0
1697,40,1.0,26.0
1658,71,1.0,21.0
1714,12,0.0,22.0
1585,74,0.0,0.0
1659,40,0.0,23.0
1586,14,1.0,0.0
1717,12,0.0,21.0
1702,71,1.0,0.0
1704,12,0.0,20.0
1615,12,1.0,0.0
1735,45,0.0,0.0
1736,71,0.0,20.0
1557,36,1.0,28.0
1737,64,1.0,24.0
1738,12,0.0,24.0
1741,57,1.0,27.0
1740,62,1.0,28.0
1742,62,1.0,0.0
1756,16,0.0,0.0
1688,62,0.0,24.0
1464,69,1.0,21.0
1672,47,1.0,22.0
1618,43,1.0,0.0
1744,45,1.0,26.0
1465,62,0.0,29.0
1588,67,1.0,22.0
1589,31,1.0,0.0
1747,53,0.0,0.0
1787,66,0.0,0.0
1723,12,0.0,24.0
1802,12,1.0,25.0
1695,12,0.0,21.0
1831,64,0.0,24.0
1805,12,0.0,0.0
1817,16,0.0,0.0
1806,12,1.0,21.0
1790,12,1.0,20.0
1861,67,0.0,23.0
1833,57,0.0,0.0
1819,69,0.0,0.0
1753,12,1.0,26.0
1754,12,0.0,21.0
1793,45,0.0,18.0
1821,26,0.0,20.0
1796,36,1.0,23.0
1797,12,0.0,35.0
1866,66,1.0,22.0
1603,16,0.0,18.0
1758,66,1.0,21.0
1759,14,0.0,21.0
1760,41,0.0,19.0
1761,50,1.0,26.0
1909,38,0.0,18.0
1892,67,0.0,20.0
1762,69,0.0,20.0
1650,48,1.0,0.0
1936,72,1.0,20.0
1894,12,0.0,21.0
1764,12,1.0,22.0
1895,12,0.0,0.0
1765,81,0.0,20.0
1809,60,0.0,21.0
1937,12,0.0,22.0
1951,60,0.0,21.0
1810,12,0.0,0.0
1927,66,1.0,26.0
1881,53,1.0,25.0
1953,60,1.0,21.0
1824,12,1.0,26.0
1882,72,1.0,24.0
1940,12,0.0,19.0
1839,17,1.0,22.0
1954,64,1.0,32.0
1825,12,0.0,26.0
1899,14,0.0,0.0
1826,14,0.0,21.0
1800,62,1.0,0.0
1770,66,0.0,24.0
1813,12,0.0,21.0
1814,60,1.0,0.0
1956,21,0.0,0.0
1966,12,1.0,0.0
1981,50,1.0,0.0
1982,57,0.0,26.0
1828,17,0.0,21.0
1815,60,1.0,0.0
1983,12,0.0,0.0
1902,12,0.0,21.0
1984,12,0.0,21.0
1904,72,0.0,0.0
1997,45,0.0,21.0
1871,26,1.0,23.0
2026,71,0.0,28.0
1888,69,1.0,0.0
1873,78,1.0,0.0
2042,69,0.0,21.0
1989,50,1.0,29.0
2056,53,0.0,21.0
2001,21,1.0,0.0
2043,14,0.0,20.0
2044,31,1.0,20.0
2016,69,0.0,0.0
2058,50,0.0,20.0
1994,67,1.0,22.0
2046,62,1.0,22.0
2072,12,0.0,20.0
2005,59,0.0,23.0
1995,21,1.0,22.0
2060,79,0.0,19.0
2047,71,0.0,21.0
2101,67,0.0,0.0
2020,43,1.0,0.0
1941,62,1.0,21.0
2061,12,1.0,21.0
2033,62,1.0,21.0
2062,12,1.0,22.0
2102,66,0.0,0.0
2034,59,1.0,21.0
2048,14,0.0,0.0
1967,69,0.0,24.0
2049,21,0.0,20.0
2103,21,1.0,23.0
1957,57,0.0,28.0
2051,22,1.0,0.0
2104,12,0.0,21.0
2035,12,1.0,24.0
2078,71,0.0,22.0
2105,57,0.0,0.0
2052,60,0.0,21.0
2092,72,1.0,23.0
2065,69,0.0,18.0
2053,12,0.0,0.0
2036,57,1.0,20.0
2080,59,0.0,0.0
2054,55,1.0,26.0
2107,71,0.0,22.0
1959,53,1.0,24.0
2094,33,1.0,0.0
1971,52,1.0,20.0
2037,40,1.0,21.0
2120,72,0.0,0.0
2108,67,1.0,21.0
2038,52,0.0,20.0
1972,62,0.0,20.0
2096,60,0.0,21.0
2110,53,0.0,21.0
2069,41,1.0,30.0
1974,45,0.0,21.0
2070,66,0.0,21.0
2040,83,0.0,21.0
2147,86,0.0,18.0
2100,14,1.0,21.0
2128,33,0.0,0.0
2163,12,1.0,0.0
2151,28,0.0,0.0
2112,62,1.0,21.0
2178,71,1.0,23.0
2169,57,1.0,22.0
2238,16,0.0,20.0
2184,79,1.0,26.0
1946,22,1.0,0.0
2223,22,1.0,0.0
2157,69,0.0,0.0
1963,53,0.0,0.0
1948,41,0.0,23.0
2158,43,0.0,16.0
2195,72,1.0,19.0
1949,60,1.0,21.0
2253,71,0.0,20.0
1950,28,0.0,22.0
1965,50,1.0,20.0
2133,45,1.0,19.0
2229,12,1.0,25.0
2136,83,0.0,16.0
2260,67,1.0,29.0
2327,12,0.0,23.0
2231,12,1.0,25.0
2242,55,0.0,0.0
2328,24,0.0,22.0
2210,64,1.0,21.0
2235,28,0.0,21.0
2330,12,0.0,20.0
2331,33,0.0,12.0
2344,12,0.0,0.0
2345,67,1.0,21.0
2346,28,0.0,21.0
2143,79,0.0,0.0
2334,67,0.0,19.0
2336,71,0.0,22.0
2219,71,1.0,24.0
2304,69,1.0,20.0
2283,64,1.0,20.0
2352,71,0.0,20.0
2339,83,0.0,17.0
2271,71,1.0,24.0
2353,12,0.0,23.0
2306,12,1.0,20.0
2319,60,1.0,22.0
2200,64,1.0,0.0
2274,71,1.0,17.0
2320,69,1.0,26.0
2309,45,0.0,22.0
2265,12,0.0,0.0
2323,76,0.0,18.0
2391,57,0.0,21.0
2279,71,1.0,18.0
2325,62,1.0,21.0
2436,57,1.0,24.0
2422,69,0.0,19.0
2360,72,0.0,21.0
2362,71,1.0,21.0
2294,36,1.0,0.0
2455,67,0.0,22.0
2494,12,1.0,21.0
2495,52,0.0,0.0
2364,78,1.0,22.0
2373,16,0.0,19.0
2428,12,0.0,19.0
2355,14,0.0,0.0
2459,28,0.0,21.0
2511,12,0.0,24.0
2460,57,0.0,0.0
2484,62,1.0,22.0
2356,62,0.0,20.0
2485,66,1.0,21.0
2567,62,1.0,0.0
2475,36,1.0,25.0
2539,55,0.0,0.0
2378,21,0.0,0.0
2486,47,1.0,22.0
2597,12,0.0,0.0
2612,12,0.0,20.0
2598,78,0.0,21.0
2613,12,0.0,20.0
2599,28,0.0,0.0
2543,66,1.0,31.0
2528,71,0.0,19.0
2546,38,0.0,25.0
2529,62,0.0,20.0
2600,12,0.0,22.0
2574,60,1.0,0.0
2601,93,0.0,21.0
2559,64,0.0,18.0
2549,12,0.0,22.0
2575,14,0.0,0.0
2628,67,0.0,26.0
2533,26,0.0,17.0
2489,71,1.0,21.0
2535,40,0.0,18.0
2536,12,0.0,0.0
2646,67,1.0,0.0
2659,67,1.0,27.0
2688,74,1.0,0.0
2661,43,1.0,0.0
2662,69,1.0,30.0
2639,55,0.0,0.0
2498,83,0.0,23.0
2641,16,0.0,21.0
2616,62,1.0,0.0
2617,48,1.0,22.0
2720,64,1.0,21.0
2696,48,0.0,0.0
2721,69,0.0,25.0
2604,43,0.0,24.0
2589,69,1.0,26.0
2605,69,0.0,23.0
2620,60,1.0,21.0
2621,34,0.0,27.0
2606,66,1.0,20.0
2715,43,1.0,0.0
2607,12,0.0,0.0
2737,64,1.0,31.0
2608,60,0.0,18.0
2625,76,0.0,19.0
2609,12,0.0,21.0
2610,78,0.0,19.0
2752,31,0.0,0.0
2611,12,0.0,0.0
2754,64,0.0,22.0
2771,36,0.0,0.0
2796,12,0.0,31.0
2772,71,1.0,20.0
2773,34,1.0,0.0
2824,47,1.0,22.0
2852,17,0.0,0.0
2813,69,1.0,0.0
2787,19,1.0,22.0
2814,79,0.0,21.0
2800,67,1.0,27.0
2788,47,1.0,23.0
2828,41,1.0,27.0
2789,60,0.0,0.0
2829,14,1.0,23.0
2857,59,0.0,22.0
2830,12,1.0,40.0
2791,81,0.0,0.0
2833,69,1.0,21.0
2834,12,0.0,31.0
2897,12,0.0,0.0
2860,67,1.0,21.0
2899,79,0.0,21.0
2900,57,0.0,0.0
2942,62,0.0,21.0
2683,72,1.0,21.0
2928,33,0.0,0.0
2944,45,0.0,21.0
2946,59,0.0,0.0
2958,55,1.0,22.0
2959,79,1.0,18.0
2960,47,1.0,27.0
2961,74,1.0,30.0
2838,12,0.0,24.0
2653,14,0.0,22.0
2742,59,1.0,0.0
2864,52,1.0,21.0
2951,64,0.0,14.0
2954,64,0.0,15.0
2968,31,1.0,25.0
2955,53,1.0,0.0
2844,66,0.0,0.0
2805,66,1.0,19.0
3003,31,0.0,20.0
3004,38,0.0,17.0
2869,43,1.0,21.0
2980,16,0.0,19.0
3005,71,0.0,21.0
3006,41,0.0,23.0
3033,43,0.0,21.0
2990,43,0.0,21.0
3034,62,0.0,21.0
3035,47,1.0,0.0
2919,66,1.0,0.0
3078,64,1.0,23.0
2994,66,1.0,18.0
3079,12,0.0,21.0
3064,16,1.0,20.0
2870,14,1.0,0.0
2888,29,1.0,20.0
3080,57,0.0,21.0
2871,40,0.0,19.0
2996,17,0.0,0.0
2873,12,0.0,0.0
2998,71,0.0,23.0
2874,16,1.0,21.0
3000,71,0.0,20.0
3007,12,0.0,22.0
3008,66,1.0,0.0
3086,72,0.0,21.0
3001,66,0.0,19.0
2877,59,0.0,17.0
2896,38,0.0,0.0
2745,53,1.0,24.0
3122,48,0.0,0.0
3089,74,1.0,14.0
3108,66,0.0,0.0
3138,72,0.0,18.0
3109,52,0.0,0.0
3110,45,0.0,18.0
3139,69,1.0,20.0
3140,19,0.0,26.0
3112,60,0.0,18.0
3113,83,0.0,0.0
3142,16,0.0,0.0
3099,60,0.0,0.0
2849,66,0.0,30.0
3167,76,0.0,0.0
3157,28,0.0,0.0
3115,38,1.0,21.0
3158,86,0.0,16.0
3144,36,0.0,18.0
3168,78,0.0,0.0
3049,14,0.0,21.0
3024,14,0.0,0.0
3100,48,1.0,0.0
3065,12,0.0,0.0
3066,33,0.0,19.0
3050,31,0.0,24.0
3145,22,1.0,23.0
3117,24,0.0,17.0
3169,52,0.0,16.0
3041,64,0.0,20.0
3146,64,1.0,23.0
3170,66,0.0,17.0
3068,28,0.0,0.0
3102,26,0.0,0.0
3118,19,0.0,0.0
3069,66,0.0,21.0
3104,36,1.0,19.0
3147,66,0.0,23.0
3070,52,0.0,0.0
3148,67,1.0,24.0
3030,60,0.0,21.0
3072,16,0.0,19.0
3044,72,0.0,23.0
3031,66,0.0,21.0
3045,74,0.0,20.0
3173,86,0.0,17.0
3074,67,0.0,0.0
3046,71,0.0,0.0
3016,62,0.0,0.0
3125,76,1.0,0.0
3127,69,1.0,24.0
3257,48,0.0,22.0
3163,12,1.0,14.0
3164,62,0.0,12.0
3246,45,0.0,22.0
3247,72,0.0,21.0
3248,66,1.0,22.0
3131,40,0.0,18.0
3174,19,0.0,0.0
3190,67,1.0,19.0
3249,64,0.0,20.0
3133,66,1.0,24.0
3176,22,0.0,24.0
3250,72,0.0,20.0
3135,12,1.0,0.0
3251,62,0.0,23.0
3119,57,1.0,28.0
3302,50,0.0,22.0
3252,69,0.0,21.0
3052,17,0.0,19.0
3120,66,0.0,0.0
3293,69,0.0,24.0
3317,33,0.0,22.0
3294,47,0.0,23.0
3305,12,1.0,23.0
3178,57,1.0,20.0
3150,12,1.0,0.0
3295,52,0.0,22.0
3254,55,0.0,21.0
3333,45,0.0,0.0
3319,14,0.0,18.0
3255,57,0.0,22.0
3320,12,1.0,23.0
3347,74,0.0,19.0
3335,21,1.0,19.0
3217,71,0.0,20.0
3256,43,1.0,22.0
3259,60,0.0,25.0
3362,71,1.0,0.0
3336,57,0.0,21.0
3218,48,0.0,18.0
3260,38,0.0,21.0
3363,14,0.0,22.0
3337,12,0.0,0.0
3348,72,0.0,20.0
3261,14,0.0,22.0
3220,81,0.0,21.0
3364,72,0.0,25.0
3234,67,0.0,0.0
3349,38,0.0,0.0
3263,67,0.0,21.0
3264,59,1.0,28.0
3275,17,0.0,0.0
3351,14,1.0,0.0
3265,43,0.0,18.0
3366,16,0.0,22.0
3352,19,0.0,18.0
3367,36,0.0,21.0
3225,66,0.0,16.0
3377,48,1.0,25.0
3378,55,1.0,23.0
3368,17,1.0,25.0
3392,14,0.0,18.0
3357,12,0.0,21.0
3370,45,0.0,20.0
3270,62,1.0,0.0
3358,53,0.0,0.0
3340,17,0.0,0.0
3271,14,0.0,0.0
3407,48,1.0,27.0
3371,69,0.0,20.0
3360,33,1.0,18.0
3408,16,0.0,0.0
3372,16,0.0,22.0
3409,12,0.0,17.0
3373,12,0.0,20.0
3374,62,0.0,26.0
3343,17,1.0,20.0
3412,43,0.0,18.0
3413,67,0.0,21.0
3345,74,0.0,20.0
3375,40,1.0,22.0
3308,69,1.0,21.0
3297,71,1.0,23.0
3376,34,1.0,26.0
3427,19,1.0,22.0
3298,12,1.0,20.0
3416,78,0.0,0.0
3310,64,1.0,22.0
3438,60,0.0,20.0
3453,62,1.0,22.0
3439,29,0.0,25.0
3059,69,1.0,20.0
3456,67,0.0,21.0
3483,64,0.0,19.0
3497,16,1.0,21.0
3498,26,0.0,23.0
3499,50,0.0,26.0
3314,69,1.0,22.0
3500,67,0.0,20.0
3486,55,1.0,27.0
3315,34,0.0,23.0
3487,64,1.0,25.0
3446,66,1.0,22.0
3238,16,0.0,18.0
3527,67,1.0,20.0
3419,71,0.0,25.0
3488,12,1.0,20.0
3396,55,1.0,22.0
3489,64,0.0,23.0
3383,62,0.0,22.0
3492,66,0.0,24.0
3502,36,1.0,22.0
3559,62,1.0,19.0
3385,71,1.0,26.0
3560,71,1.0,18.0
3572,12,0.0,18.0
3532,55,1.0,20.0
3387,52,1.0,22.0
3398,52,1.0,0.0
3399,47,1.0,20.0
3474,14,0.0,19.0
3434,64,0.0,15.0
3575,53,0.0,21.0
3576,22,0.0,25.0
3520,48,0.0,24.0
3459,12,0.0,0.0
3577,57,0.0,0.0
3460,28,0.0,17.0
3588,53,0.0,22.0
3522,17,0.0,23.0
3461,17,0.0,18.0
3578,55,1.0,22.0
3589,48,0.0,23.0
3462,14,0.0,0.0
3579,64,1.0,22.0
3421,16,0.0,18.0
3541,19,0.0,27.0
3493,69,0.0,23.0
3590,64,0.0,23.0
3580,59,0.0,25.0
3494,55,0.0,20.0
3480,69,0.0,0.0
3634,62,0.0,0.0
3565,67,0.0,0.0
3495,60,1.0,24.0
3581,12,0.0,21.0
3582,74,1.0,24.0
3620,36,1.0,24.0
3481,12,0.0,0.0
3649,64,0.0,19.0
3677,67,1.0,21.0
3583,62,0.0,21.0
3621,50,0.0,25.0
3567,62,0.0,0.0
3496,72,0.0,23.0
3584,12,0.0,21.0
3585,71,0.0,23.0
3651,67,1.0,18.0
3586,67,1.0,21.0
3696,76,0.0,23.0
3571,81,0.0,19.0
3610,47,0.0,25.0
3723,24,1.0,21.0
3627,60,0.0,20.0
3592,14,0.0,25.0
3628,38,0.0,25.0
3739,14,0.0,0.0
3669,55,0.0,20.0
3629,71,1.0,20.0
3700,69,0.0,0.0
3594,60,0.0,23.0
3671,69,0.0,0.0
3631,12,1.0,20.0
3744,14,1.0,25.0
3755,71,1.0,24.0
3550,14,0.0,0.0
3720,76,0.0,25.0
3552,67,1.0,0.0
3657,64,0.0,18.0
3703,66,1.0,22.0
3554,62,0.0,18.0
3769,12,0.0,24.0
3636,52,1.0,0.0
3770,29,0.0,0.0
3771,60,1.0,0.0
3772,67,1.0,21.0
3774,66,1.0,21.0
3775,12,1.0,27.0
3832,67,0.0,24.0
3843,38,1.0,22.0
3745,67,0.0,20.0
3673,72,0.0,0.0
3746,69,0.0,20.0
3859,41,0.0,21.0
3860,69,0.0,20.0
3847,12,0.0,0.0
3748,62,1.0,0.0
3836,74,1.0,17.0
3791,47,0.0,0.0
3675,67,0.0,20.0
3852,12,0.0,0.0
3889,12,1.0,0.0
3891,12,0.0,24.0
3803,14,1.0,21.0
3840,64,1.0,20.0
3795,59,0.0,25.0
3855,57,1.0,0.0
3881,12,0.0,24.0
3895,48,0.0,19.0
3948,12,0.0,0.0
3949,53,1.0,0.0
3977,66,0.0,23.0
3936,12,0.0,0.0
3963,72,0.0,20.0
3937,28,0.0,17.0
3978,14,0.0,21.0
3939,48,0.0,0.0
3886,19,0.0,24.0
4007,69,0.0,0.0
3899,66,0.0,20.0
3808,14,0.0,21.0
3810,43,0.0,19.0
3943,67,0.0,22.0
3944,12,0.0,18.0
3945,31,0.0,16.0
3984,74,0.0,17.0
4059,66,0.0,21.0
4075,53,1.0,24.0
3990,12,0.0,0.0
4076,43,0.0,0.0
4062,62,0.0,22.0
3923,67,1.0,20.0
3909,71,0.0,16.0
3911,60,1.0,19.0
3912,45,0.0,0.0
4142,69,0.0,19.0
3915,21,1.0,0.0
4011,12,0.0,19.0
4130,64,0.0,0.0
4132,22,0.0,19.0
4117,21,0.0,0.0
4029,66,0.0,22.0
4202,29,0.0,26.0
4031,21,1.0,20.0
4206,69,0.0,22.0
4019,22,0.0,17.0
4034,34,0.0,21.0
4192,16,0.0,0.0
4208,45,0.0,27.0
4036,69,1.0,17.0
4211,69,1.0,26.0
4307,19,0.0,23.0
4311,71,0.0,24.0
4136,69,0.0,21.0
4325,12,1.0,19.0
4299,69,0.0,26.0
4313,62,1.0,0.0
4327,12,1.0,19.0
4300,71,0.0,29.0
4301,69,0.0,16.0
4329,86,1.0,21.0
4302,71,0.0,0.0
4332,79,1.0,0.0
4334,66,0.0,29.0
4215,59,0.0,23.0
4392,64,0.0,21.0
4457,71,0.0,0.0
4459,67,1.0,22.0
4477,55,1.0,23.0
4369,28,0.0,22.0
4480,69,1.0,24.0
4519,74,0.0,24.0
4521,33,1.0,23.0
4415,52,1.0,0.0
4496,64,1.0,24.0
4535,12,1.0,0.0
4525,43,1.0,31.0
4527,57,1.0,21.0
4538,43,1.0,22.0
4539,64,1.0,22.0
4592,95,0.0,0.0
4507,36,1.0,0.0
4607,62,0.0,21.0
4508,31,1.0,35.0
4530,12,0.0,23.0
4510,60,0.0,24.0
4624,60,1.0,102.0
4511,69,0.0,24.0
4587,41,1.0,0.0
4465,17,0.0,0.0
4618,29,0.0,24.0
4669,28,1.0,20.0
4621,67,0.0,22.0
4591,83,0.0,0.0
4712,67,1.0,0.0
4642,12,1.0,21.0
4659,16,0.0,0.0
4714,22,1.0,23.0
