user_id,completion_percentage,gender,AGE
32907,72,1.0,0.0
33346,67,0.0,0.0
33580,14,1.0,24.0
33766,53,1.0,24.0
33858,14,0.0,20.0
33761,45,1.0,23.0
33764,36,1.0,29.0
33877,57,1.0,17.0
34058,86,1.0,16.0
34080,67,1.0,77.0
34154,62,0.0,14.0
34922,12,0.0,28.0
35004,40,1.0,24.0
35176,34,0.0,16.0
35135,38,1.0,26.0
35731,79,0.0,15.0
36097,45,0.0,20.0
35967,78,0.0,14.0
36407,53,0.0,16.0
36402,41,0.0,31.0
36576,71,0.0,0.0
36738,59,0.0,22.0
36754,88,0.0,15.0
36765,22,0.0,41.0
36791,78,1.0,20.0
37096,67,1.0,28.0
37158,12,1.0,0.0
37447,66,1.0,22.0
37610,66,0.0,20.0
37626,72,1.0,0.0
37529,59,1.0,18.0
37662,36,1.0,30.0
37846,62,0.0,27.0
37887,41,1.0,21.0
37986,38,1.0,29.0
38047,38,0.0,20.0
38048,16,0.0,0.0
37873,60,1.0,24.0
38123,52,1.0,26.0
38220,78,0.0,20.0
38369,76,0.0,19.0
38558,48,1.0,23.0
38949,26,0.0,20.0
39686,78,1.0,18.0
39712,12,0.0,17.0
39903,17,1.0,0.0
40026,22,0.0,0.0
40031,67,0.0,19.0
40653,57,1.0,22.0
40920,72,0.0,0.0
41284,64,0.0,38.0
41512,52,1.0,39.0
41547,33,1.0,28.0
41895,60,1.0,27.0
42193,66,1.0,24.0
42784,22,0.0,23.0
43391,60,0.0,25.0
43636,72,1.0,18.0
43637,12,1.0,0.0
43638,12,1.0,20.0
43639,59,1.0,19.0
43640,57,0.0,19.0
43641,64,1.0,19.0
43612,76,1.0,16.0
43643,69,1.0,0.0
43651,12,0.0,0.0
43652,71,0.0,24.0
43653,43,1.0,0.0
43644,67,1.0,20.0
43711,16,1.0,19.0
43645,48,0.0,0.0
43646,16,1.0,19.0
43655,12,1.0,19.0
43647,12,0.0,20.0
43714,59,1.0,19.0
43759,43,1.0,18.0
43760,62,1.0,0.0
43716,53,1.0,0.0
43761,14,1.0,0.0
43717,62,1.0,0.0
43657,12,1.0,20.0
43718,12,1.0,0.0
43719,12,0.0,0.0
43707,14,0.0,0.0
43634,19,1.0,0.0
43658,71,1.0,20.0
43635,14,1.0,22.0
43720,78,1.0,22.0
43762,24,0.0,19.0
43723,12,0.0,0.0
43724,47,1.0,23.0
43725,71,1.0,0.0
43766,12,1.0,0.0
43767,62,1.0,23.0
43987,48,0.0,22.0
44053,12,0.0,19.0
44102,12,0.0,0.0
44054,12,1.0,22.0
44055,29,1.0,19.0
44839,71,0.0,0.0
44881,43,0.0,29.0
44625,57,0.0,19.0
44990,12,0.0,22.0
44932,69,0.0,20.0
44770,67,0.0,0.0
44983,78,0.0,0.0
44925,38,0.0,23.0
45012,64,0.0,22.0
45182,72,0.0,18.0
45229,40,0.0,0.0
45493,33,0.0,0.0
46601,67,0.0,23.0
46928,50,0.0,0.0
47436,76,0.0,0.0
47399,72,1.0,0.0
47541,76,0.0,20.0
47717,69,0.0,28.0
47547,67,1.0,0.0
47722,16,1.0,22.0
47781,16,1.0,0.0
47822,59,0.0,23.0
47785,38,1.0,22.0
47844,60,0.0,21.0
47745,36,0.0,23.0
47859,12,1.0,21.0
47823,79,0.0,20.0
48099,67,0.0,22.0
48270,26,0.0,20.0
48585,78,0.0,22.0
48658,55,1.0,24.0
48682,67,0.0,0.0
48827,40,0.0,23.0
48789,12,1.0,21.0
48730,50,0.0,18.0
48734,62,0.0,17.0
48673,59,0.0,21.0
49067,26,0.0,0.0
49111,71,0.0,0.0
49640,43,1.0,25.0
49645,50,1.0,21.0
49738,78,1.0,22.0
49693,76,1.0,20.0
49958,81,0.0,18.0
50286,57,1.0,37.0
50407,84,0.0,0.0
50816,67,1.0,24.0
50895,16,1.0,0.0
51070,71,0.0,0.0
51204,64,1.0,26.0
51205,69,1.0,20.0
51451,47,0.0,33.0
51665,16,0.0,0.0
51754,64,0.0,0.0
51743,69,0.0,17.0
51903,34,0.0,20.0
52016,12,1.0,20.0
52237,16,0.0,32.0
52295,12,0.0,19.0
52268,12,0.0,27.0
52285,71,0.0,0.0
52549,69,0.0,0.0
52705,66,0.0,0.0
52881,67,1.0,23.0
53193,66,1.0,23.0
53185,14,1.0,23.0
53219,59,1.0,0.0
53432,52,1.0,28.0
53421,12,0.0,0.0
53469,98,0.0,15.0
53514,48,0.0,35.0
53716,71,1.0,31.0
53746,29,0.0,15.0
53752,66,0.0,40.0
53741,86,0.0,15.0
53742,78,0.0,15.0
53744,71,0.0,16.0
53764,66,1.0,28.0
53859,19,0.0,0.0
53728,26,0.0,21.0
53993,53,0.0,0.0
54049,72,0.0,0.0
54151,62,1.0,21.0
54131,55,0.0,18.0
54116,62,1.0,26.0
53984,41,0.0,0.0
54192,48,0.0,38.0
54603,53,0.0,21.0
55006,83,0.0,16.0
55136,64,0.0,0.0
55331,67,1.0,19.0
55561,59,0.0,23.0
55822,12,1.0,0.0
56075,66,1.0,22.0
56101,66,0.0,18.0
56227,48,1.0,0.0
56356,64,0.0,21.0
56554,36,1.0,33.0
56557,60,0.0,23.0
56584,69,0.0,23.0
56428,50,0.0,0.0
56961,29,1.0,23.0
56982,12,0.0,19.0
56938,90,0.0,0.0
57299,28,0.0,0.0
57589,57,1.0,26.0
57753,81,0.0,21.0
57813,26,0.0,22.0
58111,64,0.0,30.0
58262,55,0.0,0.0
58165,72,1.0,0.0
58277,22,0.0,22.0
58533,38,0.0,21.0
58420,53,1.0,27.0
59575,22,0.0,23.0
60527,60,0.0,26.0
60876,76,0.0,0.0
61025,24,0.0,0.0
61180,74,0.0,11.0
61375,74,0.0,13.0
61389,62,0.0,21.0
61481,71,0.0,0.0
61667,40,0.0,21.0
61711,81,0.0,0.0
61689,12,0.0,26.0
61663,62,0.0,0.0
61974,12,1.0,0.0
62149,12,1.0,0.0
62151,12,0.0,0.0
62114,66,0.0,0.0
62441,76,1.0,12.0
62671,86,0.0,2.0
62691,69,0.0,0.0
62696,72,0.0,18.0
62943,74,0.0,0.0
63025,34,0.0,18.0
63769,72,0.0,27.0
64043,84,0.0,0.0
63984,83,1.0,0.0
64120,12,0.0,0.0
64374,31,0.0,19.0
64591,60,0.0,22.0
65091,16,0.0,19.0
65146,43,1.0,0.0
65179,12,1.0,15.0
65336,12,1.0,30.0
65625,31,0.0,14.0
65829,67,0.0,0.0
65902,33,1.0,0.0
66671,86,0.0,20.0
66640,74,1.0,0.0
66927,12,1.0,32.0
66966,52,0.0,21.0
67058,81,1.0,21.0
67134,50,0.0,25.0
67185,19,1.0,22.0
67708,60,1.0,19.0
67957,66,1.0,18.0
68011,22,1.0,16.0
68022,76,0.0,21.0
68266,69,1.0,0.0
68688,47,1.0,21.0
68727,76,1.0,20.0
68796,55,1.0,0.0
68971,64,1.0,23.0
68944,28,1.0,20.0
68997,12,1.0,24.0
69215,69,1.0,24.0
69309,12,1.0,25.0
69461,66,1.0,20.0
69480,69,1.0,24.0
69863,12,1.0,22.0
69761,78,1.0,19.0
69762,40,1.0,21.0
70017,69,1.0,0.0
70134,12,0.0,0.0
70121,33,1.0,25.0
70234,12,1.0,14.0
70248,86,0.0,11.0
70194,50,1.0,27.0
70428,79,1.0,18.0
70320,26,0.0,0.0
70199,33,1.0,0.0
70459,71,0.0,19.0
70969,97,1.0,14.0
71019,69,1.0,29.0
71117,41,1.0,18.0
71186,26,1.0,0.0
71407,66,1.0,32.0
71512,64,0.0,0.0
71604,16,1.0,32.0
71606,41,1.0,20.0
71534,86,1.0,14.0
72438,72,0.0,0.0
72525,12,0.0,26.0
72687,64,0.0,21.0
72886,48,0.0,0.0
72864,31,0.0,0.0
72955,21,1.0,0.0
72913,64,1.0,19.0
73384,34,0.0,17.0
73602,78,1.0,27.0
73729,26,0.0,30.0
73784,67,0.0,21.0
74001,16,0.0,0.0
74169,12,0.0,0.0
74357,62,1.0,26.0
74764,66,1.0,23.0
75307,38,1.0,28.0
75561,14,1.0,22.0
75787,78,1.0,16.0
76120,79,1.0,0.0
76346,53,1.0,20.0
76480,69,1.0,19.0
76691,50,0.0,20.0
77207,74,0.0,0.0
77213,34,1.0,22.0
77493,78,0.0,0.0
77501,57,1.0,0.0
77738,59,1.0,27.0
77795,60,0.0,0.0
77952,38,0.0,0.0
78257,12,1.0,23.0
78584,64,0.0,21.0
78826,83,0.0,26.0
78998,67,1.0,0.0
78895,59,1.0,20.0
79201,71,1.0,0.0
79332,62,1.0,0.0
79401,62,1.0,25.0
79527,69,0.0,0.0
79565,66,1.0,30.0
79726,28,1.0,25.0
80075,81,1.0,22.0
80086,17,0.0,0.0
80423,57,1.0,18.0
80876,34,0.0,31.0
81238,31,1.0,0.0
81501,17,1.0,18.0
81694,93,0.0,0.0
81625,57,0.0,17.0
81712,60,1.0,25.0
81802,12,0.0,20.0
81889,71,1.0,22.0
82094,59,1.0,0.0
82095,12,1.0,0.0
82193,33,1.0,28.0
82766,43,0.0,27.0
82982,91,0.0,0.0
83176,72,0.0,14.0
84056,59,1.0,25.0
84384,31,1.0,32.0
84549,12,1.0,0.0
84828,62,1.0,0.0
84816,69,1.0,0.0
84641,53,1.0,19.0
84883,83,1.0,19.0
85338,50,1.0,20.0
85508,74,1.0,0.0
85602,57,0.0,12.0
85982,60,1.0,19.0
85914,59,1.0,19.0
85968,52,1.0,22.0
86253,12,0.0,28.0
86261,36,0.0,0.0
86628,14,0.0,20.0
86724,53,1.0,21.0
87061,59,1.0,17.0
86991,71,0.0,0.0
87053,55,1.0,20.0
87668,12,1.0,25.0
87675,67,1.0,24.0
88170,62,1.0,22.0
88573,12,1.0,29.0
89001,74,0.0,14.0
89002,12,0.0,0.0
89266,76,0.0,0.0
89536,33,0.0,0.0
89537,71,0.0,15.0
89510,36,0.0,18.0
89531,12,0.0,17.0
89496,43,0.0,0.0
89498,12,1.0,0.0
89565,36,0.0,17.0
89503,50,0.0,34.0
89764,36,0.0,0.0
89649,59,1.0,23.0
89729,60,1.0,31.0
89756,40,0.0,14.0
90162,86,0.0,0.0
90301,81,0.0,0.0
90456,12,0.0,23.0
90710,21,1.0,21.0
90870,86,0.0,0.0
91296,62,1.0,26.0
91518,16,0.0,0.0
91438,60,0.0,0.0
92277,21,1.0,22.0
92423,12,1.0,23.0
92675,62,0.0,19.0
92785,71,0.0,24.0
93069,76,0.0,0.0
93396,12,1.0,24.0
93397,38,1.0,24.0
93487,69,1.0,0.0
93550,60,0.0,0.0
94104,29,0.0,0.0
94424,78,0.0,0.0
94583,22,0.0,0.0
94757,50,0.0,0.0
94936,71,0.0,0.0
94947,81,0.0,15.0
95083,45,1.0,0.0
95091,59,0.0,21.0
95191,66,1.0,13.0
95296,64,1.0,22.0
95360,95,0.0,21.0
95233,66,1.0,14.0
95483,66,0.0,25.0
95570,71,0.0,0.0
95791,69,0.0,20.0
95754,26,0.0,0.0
95788,57,0.0,21.0
96211,59,0.0,28.0
96276,71,0.0,21.0
96266,29,0.0,39.0
96351,14,0.0,0.0
96353,22,1.0,23.0
96359,16,0.0,0.0
96338,69,0.0,20.0
96330,69,0.0,23.0
96467,66,1.0,19.0
96454,22,0.0,29.0
96469,55,1.0,18.0
96471,66,1.0,20.0
96472,78,0.0,0.0
96542,78,1.0,0.0
96474,12,1.0,23.0
96475,21,0.0,0.0
96477,78,1.0,20.0
96478,12,1.0,21.0
96587,16,0.0,22.0
96399,22,1.0,16.0
96462,67,0.0,0.0
96617,19,1.0,0.0
96618,55,0.0,0.0
96465,12,1.0,40.0
96554,60,1.0,0.0
96622,78,1.0,19.0
96623,12,0.0,17.0
96736,12,0.0,0.0
96625,81,0.0,0.0
96751,78,0.0,0.0
96626,72,1.0,16.0
96609,33,1.0,40.0
96610,16,0.0,0.0
96628,36,1.0,16.0
96611,67,1.0,0.0
96725,74,0.0,16.0
96612,19,1.0,0.0
96737,81,0.0,17.0
96613,69,0.0,0.0
96630,14,0.0,0.0
96756,59,0.0,0.0
96738,74,1.0,0.0
96614,22,1.0,17.0
96757,59,0.0,17.0
96739,60,1.0,0.0
96726,12,1.0,19.0
96615,12,1.0,0.0
96727,69,1.0,17.0
96758,59,0.0,0.0
96728,69,1.0,17.0
96741,60,0.0,16.0
96729,60,1.0,10.0
96760,12,1.0,18.0
96761,31,0.0,0.0
96742,76,0.0,17.0
96762,19,0.0,0.0
96730,67,0.0,18.0
96733,74,1.0,22.0
96734,67,1.0,0.0
96763,78,0.0,15.0
96735,74,1.0,19.0
96830,14,1.0,0.0
96950,53,1.0,0.0
96839,59,1.0,23.0
96952,19,0.0,20.0
96953,57,1.0,16.0
96954,72,1.0,17.0
96955,74,0.0,17.0
96956,22,0.0,16.0
96957,12,1.0,0.0
97052,52,1.0,18.0
97001,14,0.0,0.0
97054,14,0.0,0.0
97056,21,1.0,0.0
97057,71,1.0,0.0
97058,40,0.0,0.0
97059,33,0.0,18.0
97060,47,0.0,16.0
97061,12,0.0,0.0
97062,12,0.0,0.0
97023,26,0.0,24.0
97063,69,1.0,20.0
97049,22,0.0,0.0
96958,79,0.0,0.0
97050,60,1.0,0.0
97287,14,1.0,23.0
97465,12,1.0,33.0
97892,22,0.0,17.0
97843,34,0.0,20.0
97845,12,0.0,0.0
98042,67,1.0,22.0
98007,53,1.0,0.0
98206,29,0.0,16.0
98207,71,1.0,0.0
98208,22,1.0,18.0
98209,12,0.0,0.0
98199,72,1.0,0.0
98200,66,0.0,0.0
98203,59,1.0,0.0
98326,76,1.0,19.0
98256,38,1.0,27.0
98328,57,0.0,17.0
98315,40,0.0,18.0
98330,72,0.0,19.0
98316,57,1.0,0.0
98331,21,0.0,19.0
98332,12,0.0,19.0
98317,59,1.0,18.0
98318,62,1.0,18.0
98319,21,0.0,0.0
98320,67,0.0,18.0
98204,71,1.0,0.0
98321,53,1.0,18.0
98205,52,0.0,18.0
98401,14,1.0,21.0
98402,29,0.0,0.0
98403,52,1.0,18.0
98416,72,1.0,18.0
98404,12,1.0,20.0
98405,64,1.0,23.0
98323,62,1.0,21.0
98406,71,1.0,20.0
98418,48,0.0,0.0
98334,12,0.0,20.0
98407,62,0.0,18.0
98324,14,0.0,18.0
98408,12,0.0,22.0
98325,21,0.0,17.0
98421,12,0.0,17.0
98506,22,1.0,20.0
98409,48,0.0,0.0
98410,17,1.0,21.0
98508,26,1.0,19.0
98411,90,0.0,0.0
98509,69,1.0,21.0
98510,53,1.0,27.0
98413,88,1.0,19.0
98511,29,0.0,0.0
98512,26,0.0,0.0
98513,48,0.0,19.0
98514,24,1.0,20.0
98515,81,1.0,0.0
98517,69,1.0,18.0
98721,12,0.0,18.0
98722,14,0.0,20.0
98723,86,0.0,0.0
98724,38,0.0,16.0
98791,12,0.0,0.0
98781,28,0.0,18.0
98792,12,0.0,42.0
98782,21,1.0,17.0
98793,76,0.0,21.0
98794,40,0.0,18.0
98785,67,1.0,0.0
98786,12,0.0,0.0
98795,38,0.0,0.0
98796,12,1.0,20.0
98797,12,0.0,0.0
98788,66,1.0,20.0
98798,48,0.0,18.0
98799,81,0.0,18.0
98790,71,0.0,19.0
98911,78,1.0,20.0
98897,79,1.0,20.0
98899,12,0.0,0.0
98913,55,1.0,18.0
98901,22,0.0,18.0
98800,69,0.0,0.0
98915,34,1.0,0.0
98801,26,0.0,0.0
98917,12,0.0,18.0
98919,71,1.0,19.0
98920,26,0.0,20.0
99002,71,1.0,24.0
99003,14,0.0,20.0
98993,64,0.0,19.0
99004,64,1.0,0.0
98994,48,0.0,0.0
98995,67,1.0,23.0
99005,71,0.0,21.0
98996,55,1.0,21.0
99006,66,0.0,16.0
98997,17,1.0,0.0
98998,52,1.0,25.0
99007,12,1.0,0.0
98999,71,0.0,20.0
99000,74,1.0,22.0
99076,69,1.0,28.0
99077,52,0.0,0.0
99091,21,0.0,0.0
99078,74,1.0,18.0
99092,72,1.0,20.0
99093,12,1.0,0.0
99094,62,1.0,20.0
99081,84,0.0,20.0
99083,67,1.0,20.0
99009,62,0.0,2.0
99085,26,0.0,17.0
99086,74,1.0,22.0
99087,50,0.0,18.0
99088,16,1.0,18.0
99089,12,0.0,0.0
99090,69,1.0,21.0
99123,60,1.0,25.0
98905,64,1.0,27.0
99125,69,0.0,41.0
98907,66,0.0,19.0
98908,53,0.0,17.0
99201,16,1.0,0.0
99074,26,1.0,0.0
99075,64,0.0,21.0
99377,84,0.0,0.0
99497,67,0.0,21.0
99405,78,1.0,15.0
99717,67,0.0,0.0
99953,19,0.0,14.0
100315,71,1.0,21.0
100325,12,1.0,20.0
100239,66,0.0,20.0
100289,12,0.0,18.0
100492,38,0.0,36.0
100539,69,0.0,25.0
100664,69,1.0,0.0
100805,66,1.0,20.0
101123,55,0.0,28.0
101130,33,0.0,21.0
101447,71,0.0,18.0
101263,66,1.0,25.0
101587,43,0.0,24.0
101613,28,1.0,0.0
101740,16,0.0,17.0
101942,57,0.0,19.0
101999,38,0.0,22.0
102189,12,0.0,0.0
102143,66,1.0,26.0
102317,28,0.0,24.0
102290,21,0.0,16.0
102240,64,1.0,19.0
102270,66,1.0,20.0
102425,60,1.0,0.0
102436,29,1.0,28.0
102723,36,1.0,22.0
102903,22,1.0,32.0
102777,62,0.0,0.0
103053,52,0.0,0.0
103232,52,0.0,20.0
103227,28,0.0,0.0
103229,12,1.0,24.0
103230,33,1.0,0.0
103415,21,1.0,21.0
103417,57,1.0,22.0
103418,12,1.0,24.0
103419,14,0.0,0.0
103384,67,1.0,25.0
103385,60,0.0,18.0
103386,53,0.0,39.0
103561,60,1.0,19.0
103533,47,1.0,36.0
103563,76,0.0,20.0
103534,67,0.0,35.0
103608,69,1.0,20.0
103554,66,0.0,0.0
103555,60,0.0,20.0
103560,17,1.0,0.0
103614,60,1.0,27.0
103684,59,1.0,23.0
103716,67,1.0,24.0
103497,62,0.0,19.0
103498,28,0.0,20.0
103499,66,1.0,0.0
104184,76,1.0,24.0
104304,12,1.0,0.0
104486,71,1.0,23.0
105055,69,1.0,17.0
105118,66,1.0,18.0
105484,66,0.0,21.0
105723,12,0.0,20.0
105739,62,1.0,0.0
105715,53,1.0,19.0
105980,59,0.0,0.0
106167,31,1.0,0.0
106307,67,0.0,22.0
106458,74,1.0,0.0
106511,12,0.0,0.0
106722,59,1.0,27.0
106754,34,0.0,0.0
106887,60,1.0,21.0
107153,26,0.0,0.0
107356,55,0.0,0.0
107612,81,0.0,16.0
107699,67,0.0,0.0
107981,28,0.0,15.0
107985,38,0.0,20.0
108213,14,0.0,25.0
108494,71,0.0,21.0
108631,76,0.0,31.0
108615,69,0.0,31.0
108792,71,1.0,19.0
109317,59,0.0,19.0
109433,74,0.0,17.0
109407,53,0.0,17.0
109643,66,1.0,28.0
109943,74,0.0,0.0
110023,50,1.0,26.0
110116,67,0.0,0.0
110220,66,1.0,0.0
110584,12,1.0,18.0
110515,66,1.0,26.0
110484,57,1.0,0.0
110488,76,1.0,20.0
110635,36,1.0,26.0
110794,55,1.0,24.0
111025,83,0.0,14.0
111122,59,1.0,25.0
111081,71,0.0,0.0
111285,12,0.0,25.0
111664,72,0.0,25.0
112073,50,0.0,17.0
112076,12,0.0,0.0
112459,59,1.0,30.0
112603,53,0.0,20.0
112825,52,1.0,13.0
113168,12,0.0,22.0
113186,12,1.0,26.0
113282,78,0.0,0.0
113355,22,0.0,0.0
113659,71,0.0,17.0
113733,12,0.0,0.0
113963,29,0.0,24.0
114160,60,0.0,19.0
114273,57,1.0,17.0
114445,45,1.0,24.0
114329,67,1.0,24.0
114723,84,0.0,17.0
115004,62,1.0,23.0
115582,12,0.0,18.0
115821,84,1.0,17.0
116012,55,1.0,29.0
116013,12,1.0,19.0
116007,71,1.0,22.0
116008,67,1.0,28.0
116010,34,1.0,27.0
116176,50,0.0,24.0
116177,55,0.0,21.0
116164,33,1.0,24.0
116166,22,0.0,42.0
116169,66,1.0,0.0
116170,47,1.0,32.0
116230,86,1.0,0.0
116174,14,0.0,0.0
116379,72,1.0,23.0
116175,62,1.0,0.0
116521,12,1.0,29.0
116525,43,0.0,24.0
116566,66,0.0,22.0
116540,14,1.0,22.0
116519,38,1.0,24.0
116778,53,1.0,23.0
116663,60,1.0,28.0
116604,62,0.0,20.0
116942,69,1.0,19.0
117004,12,0.0,0.0
116774,69,0.0,0.0
116991,14,0.0,21.0
116992,55,1.0,26.0
117064,26,0.0,0.0
117138,64,1.0,0.0
117154,66,1.0,26.0
117143,12,1.0,36.0
117848,71,0.0,0.0
118101,22,0.0,23.0
118233,76,0.0,20.0
118336,67,1.0,27.0
118337,64,1.0,0.0
118338,47,0.0,21.0
118339,76,0.0,19.0
118340,16,1.0,28.0
118341,78,1.0,16.0
118381,12,1.0,28.0
118342,12,0.0,0.0
118328,12,0.0,26.0
118382,34,0.0,0.0
118329,12,0.0,21.0
118330,60,0.0,0.0
118331,57,0.0,0.0
118384,12,0.0,34.0
118385,69,1.0,20.0
118370,43,0.0,15.0
118386,57,0.0,19.0
118387,71,1.0,0.0
118388,43,0.0,0.0
118389,64,1.0,0.0
118390,12,0.0,0.0
118391,12,1.0,20.0
118377,71,1.0,19.0
118456,67,1.0,31.0
118379,67,1.0,22.0
118380,21,1.0,24.0
118457,64,1.0,31.0
118458,12,1.0,0.0
118501,52,0.0,40.0
118447,52,1.0,26.0
118459,21,0.0,30.0
118332,76,0.0,0.0
118448,57,1.0,22.0
118449,40,0.0,26.0
118333,60,1.0,20.0
118450,26,0.0,0.0
118334,72,1.0,21.0
118451,66,0.0,20.0
118335,71,0.0,0.0
118452,12,1.0,0.0
118453,12,0.0,0.0
118532,62,1.0,21.0
118533,12,0.0,19.0
118534,53,1.0,24.0
118460,21,1.0,26.0
118535,69,1.0,23.0
118548,64,0.0,25.0
118549,12,0.0,25.0
118461,50,0.0,20.0
118462,60,1.0,20.0
118454,12,0.0,22.0
118455,69,1.0,26.0
118596,17,0.0,26.0
118597,12,0.0,0.0
118529,66,1.0,23.0
118598,64,0.0,0.0
118599,17,1.0,27.0
118600,69,0.0,21.0
118601,17,0.0,22.0
118536,14,1.0,0.0
118539,57,1.0,27.0
118541,12,1.0,21.0
118542,59,1.0,29.0
118543,12,1.0,22.0
118544,14,0.0,0.0
118545,67,1.0,26.0
118741,66,1.0,24.0
118835,17,1.0,0.0
118951,21,0.0,30.0
118953,12,0.0,19.0
118911,12,1.0,20.0
118955,67,0.0,23.0
118941,12,0.0,22.0
118946,62,1.0,18.0
119003,66,0.0,22.0
118958,53,1.0,24.0
118960,12,1.0,27.0
119008,12,0.0,21.0
118949,55,1.0,21.0
119281,12,1.0,25.0
119243,76,0.0,21.0
119245,71,1.0,24.0
119190,33,1.0,27.0
119481,59,1.0,17.0
119674,71,0.0,0.0
119784,71,0.0,19.0
119883,64,0.0,0.0
120016,76,1.0,17.0
120232,12,1.0,41.0
120276,12,0.0,0.0
120784,67,1.0,27.0
120829,12,0.0,24.0
120952,16,1.0,12.0
121246,12,0.0,25.0
121336,79,0.0,16.0
121371,12,0.0,0.0
121375,12,0.0,25.0
121605,64,0.0,25.0
121637,12,0.0,24.0
122056,41,1.0,0.0
122022,52,1.0,25.0
122054,50,0.0,0.0
122220,69,0.0,22.0
122351,19,1.0,18.0
122353,64,1.0,22.0
123028,60,1.0,38.0
123125,59,1.0,29.0
123584,83,0.0,0.0
123656,12,1.0,25.0
123702,12,1.0,0.0
123687,72,0.0,29.0
123645,83,0.0,0.0
124157,59,0.0,23.0
124140,48,0.0,16.0
124495,55,1.0,23.0
124960,47,1.0,29.0
125780,71,1.0,0.0
126496,64,1.0,14.0
126435,50,0.0,0.0
126540,12,0.0,19.0
126591,66,0.0,0.0
126719,55,0.0,30.0
127009,74,0.0,21.0
127161,67,0.0,0.0
127374,69,0.0,20.0
127497,57,0.0,24.0
127814,12,1.0,25.0
127815,62,0.0,27.0
128047,66,1.0,0.0
128161,66,1.0,0.0
128260,69,1.0,25.0
128232,69,0.0,0.0
128551,64,1.0,23.0
128646,21,0.0,27.0
129114,16,1.0,32.0
129883,14,1.0,0.0
129988,50,0.0,16.0
130241,36,1.0,0.0
130242,41,0.0,22.0
130396,72,1.0,0.0
130496,12,0.0,21.0
130622,21,0.0,20.0
130920,55,0.0,18.0
131015,12,0.0,18.0
131044,14,0.0,20.0
131122,72,1.0,0.0
131809,36,0.0,23.0
132016,64,0.0,0.0
131816,66,0.0,23.0
132109,12,0.0,19.0
131964,12,0.0,23.0
132112,60,1.0,0.0
132140,69,0.0,0.0
132163,88,0.0,0.0
132840,19,0.0,0.0
133136,29,0.0,0.0
133251,38,1.0,0.0
133686,40,0.0,14.0
133762,71,0.0,20.0
133721,71,0.0,0.0
133891,64,1.0,16.0
133895,66,1.0,15.0
133881,12,0.0,16.0
134237,38,0.0,23.0
134391,67,0.0,0.0
134785,74,0.0,17.0
134788,48,0.0,0.0
135082,66,0.0,11.0
135257,76,0.0,0.0
135564,74,1.0,0.0
136028,43,1.0,21.0
136012,12,1.0,19.0
